itemCollection_systemStores_Vehicles_Dragoons3058,,,
vehicledef_BADGER-PRIME,Mech,1,2
vehicledef_BADGER-A,Mech,1,1
vehicledef_BADGER-B,Mech,1,1
vehicledef_BADGER-C,Mech,1,1
vehicledef_BADGER-D,Mech,1,1
vehicledef_BADGER-E,Mech,1,1
vehicledef_BADGER-F,Mech,1,1
vehicledef_BADGER_C-PRIME,Mech,1,2
vehicledef_BADGER_C-A,Mech,1,1
vehicledef_BADGER_C-B,Mech,1,1
vehicledef_BADGER_C-C,Mech,1,1
vehicledef_BADGER_C-D,Mech,1,1
vehicledef_BANDIT-PRIME,Mech,1,2
vehicledef_BANDIT-A,Mech,1,1
vehicledef_BANDIT-B,Mech,1,1
vehicledef_BANDIT-C,Mech,1,1
vehicledef_BANDIT-D,Mech,1,1
vehicledef_BANDIT-E,Mech,1,1
vehicledef_BANDIT-F,Mech,1,1
vehicledef_BANDIT-G,Mech,1,1
vehicledef_BANDIT-H,Mech,1,1
vehicledef_BANDIT_C-PRIME,Mech,1,2
vehicledef_BANDIT_C-A,Mech,1,1
vehicledef_BANDIT_C-B,Mech,1,1
vehicledef_BANDIT_C-C,Mech,1,1
vehicledef_BANDIT_C-D,Mech,1,1
vehicledef_KESTREL,Mech,1,2
vehicledef_KESTREL_CLAN,Mech,1,1
vehicledef_KESTREL_ML,Mech,1,1
vehicledef_KESTREL_SL,Mech,1,1
vehicledef_KESTREL_SCOUT,Mech,1,1
vehicledef_KESTREL_SRM,Mech,1,1
vehicledef_PEREGRINE,Mech,1,2
vehicledef_PEREGRINE_KURITA,Mech,1,1
