itemCollection_factory_Tharkad3067,,,
mechdef_wolfhound_WLF-2,Mech,0,1
mechdef_wolfhound_WLF-3S,Mech,0,1
mechdef_bushwacker_BSW-L1,Mech,0,1
mechdef_bushwacker_BSW-S2,Mech,0,1
mechdef_bushwacker_BSW-X1,Mech,0,1
mechdef_crusader_CRD-3R,Mech,0,1
mechdef_crusader_CRD-8S,Mech,0,1
mechdef_barghest_BGS-1T,Mech,0,1
mechdef_barghest_BGS-2T,Mech,0,1
mechdef_barghest_BGS-3T,Mech,0,1
mechdef_falconer_FLC-8R,Mech,0,1
mechdef_goliath_GOL-3S,Mech,0,1
mechdef_goliath_GOL-4S,Mech,0,1
vehicledef_PROWLER,Mech,0,1
vehicledef_PROWLER_ECM,Mech,0,1
vehicledef_PROWLER_SEALED,Mech,0,1
vehicledef_PROWLER_SUPPORT,Mech,0,1
vehicledef_PROWLER_SW,Mech,0,1
