itemCollection_systemStores_Vehicles_Davion_Heavy,,,
itemCollection_systemStores_Vehicles_Kurita_Heavy,Reference,1,3
itemCollection_systemStores_Vehicles_Liao_Heavy,Reference,1,4
vehicledef_PO,Mech,1,1
vehicledef_CARRIER_AC2,Mech,1,3
vehicledef_BULLDOG_AC2,Mech,1,2
vehicledef_CARRIER_LASER,Mech,1,4
vehicledef_BULLDOG,Mech,1,10
vehicledef_PIKE,Mech,1,3
vehicledef_PIKE_AC5,Mech,1,1
vehicledef_BRUTUS_PPC,Mech,1,1
vehicledef_BULLDOG_LRM,Mech,1,2
vehicledef_BRUTUS,Mech,1,7
vehicledef_CARRIER_SRM,Mech,1,10
vehicledef_CARRIER_SRM,Mech,1,4
vehicledef_CARRIER_LRM,Mech,1,10
vehicledef_CARRIER_LRM,Mech,1,4
vehicledef_BRUTUS_LRM,Mech,1,1
vehicledef_MANTICORE,Mech,1,10
vehicledef_MANTICORE,Mech,1,4
vehicledef_VONLUCKNER_VNL-K100,Mech,1,1
vehicledef_VONLUCKNER_VNL-K65N,Mech,1,2
