itemCollection_systemStores_Vehicles_Kurita_Medium,,,
itemCollection_systemStores_Vehicles_Davion_Medium,Reference,1,3
itemCollection_systemStores_Vehicles_Steiner_Medium,Reference,1,3
vehicledef_VEDETTE_AC2,Mech,1,6
vehicledef_VEDETTE,Mech,1,10
vehicledef_VEDETTE,Mech,1,10
vehicledef_VEDETTE,Mech,1,10
vehicledef_VEDETTE,Mech,1,10
vehicledef_VEDETTE,Mech,1,4
vehicledef_HETZER_LASER,Mech,1,1
vehicledef_GOBLIN,Mech,1,3
vehicledef_HETZER,Mech,1,6
vehicledef_HETZER_SRM,Mech,1,1
vehicledef_GOBLIN_SRM,Mech,1,1
vehicledef_HETZER_LRM,Mech,1,1
vehicledef_MAXIM_SRM4,Mech,1,1
vehicledef_PROWLER_SW,Mech,1,5
vehicledef_MAXIM_SRM2,Mech,1,1
vehicledef_MAXIM,Mech,1,10
vehicledef_DRILLSON_SRM,Mech,1,1
vehicledef_DRILLSON,Mech,1,4
