vehicledef_JEdgar,Mech,0,1
vehicledef_JEdgar_Flamer,Mech,0,1
vehicledef_JEdgar_Kurita,Mech,0,1
vehicledef_JEdgar_MG,Mech,0,1
vehicledef_JEdgar_TAG,Mech,0,1
vehicledef_PEGASUS_3058,Mech,0,1
vehicledef_PEGASUS_MRM,Mech,0,1
vehicledef_SALADIN_LBX,Mech,0,1
vehicledef_SARACEN,Mech,0,1
vehicledef_SARACEN_MRM,Mech,0,1
vehicledef_SCIMITAR,Mech,0,1
vehicledef_SCIMITAR_MISSILE,Mech,0,1
vehicledef_SCIMITAR_TAG,Mech,0,1
vehicledef_APC_Maxim_3052AP,Mech,0,1
vehicledef_APC_Maxim_3052FS,Mech,0,1
vehicledef_APC_Maxim_3052U,Mech,0,1
vehicledef_APC_Maxim_BA,Mech,0,1
vehicledef_APC_Maxim_I,Mech,0,1
