Wolf,,,,,,,
Collection:DiamondShark,2,,1,,0,,0
Collection:GhostBear,4,,4,,17,,32
Collection:JadeFalcon,20,,13,,47,,82
Collection:NovaCat,4,,4,,10,,7
Collection:SmokeJaguar,8,,5,,4,,0
Collection:SteelViper,9,,6,,10,,7
,,,,,,,
Dates,3049-01-01T00:00:00Z,,3053-01-01T00:00:00Z,,3057-01-01T00:00:00Z,,3061-01-01T00:00:00Z
Lights,,,,,,,
mechdef_koshi_mist_lynx-A,41,,21,,21,,21
mechdef_dasher_fire_moth-A,10,,0,,0,,0
mechdef_icestorm-1,41,,51,,41,Jump:3058-01-01T00:00:00Z,62
mechdef_dasher_fire_moth-C,21,,0,,0,,0
mechdef_dasher_fire_moth-H,0,,0,,0,3060-01-01T00:00:00Z,3
mechdef_dasher_fire_moth-E,0,,0,3055-01-01T00:00:00Z,8,,9
mechdef_koshi_mist_lynx-D,10,,62,,62,,62
mechdef_koshi_mist_lynx-PRIME,103,,0,,0,,0
mechdef_locust_IIC-5,0,,0,,0,3060-01-01T00:00:00Z,5
mechdef_locust_IIC-3,0,3050-01-01T00:00:00Z,3,,4,,4
mechdef_koshi_mist_lynx-H,0,,0,,0,3059-01-01T00:00:00Z,3
mechdef_koshi_mist_lynx-E,0,,0,3054-01-01T00:00:00Z,3,,5
mechdef_piranha-1,0,3051-01-01T00:00:00Z,7,,9,,5
mechdef_jenner_IIC,0,3050-01-01T00:00:00Z,7,,10,,15
mechdef_dasher_fire_moth-B,21,,72,,72,,72
mechdef_koshi_mist_lynx-P,0,,0,,0,3061-01-01T00:00:00Z,5
mechdef_hankyu_arctic_cheetah-B,9,,10,,7,,8
mechdef_hankyu_arctic_cheetah-D,9,,7,,5,,6
mechdef_uller_kit_fox-PRIME,62,,51,,51,,51
mechdef_uller_kit_fox-B,47,,21,,21,,21
mechdef_locust_IIC,41,,51,,41,Jump:3058-01-01T00:00:00Z,62
mechdef_hankyu_arctic_cheetah-A,17,,15,,10,,12
mechdef_uller_kit_fox-D,6,,0,,0,,0
mechdef_uller_kit_fox-C,10,,51,,51,,51
mechdef_vixen_incubus-7,0,3050-01-01T00:00:00Z,2,,2,,2
mechdef_uller_kit_fox-J,0,,0,,0,3060-01-01T00:00:00Z,3
mechdef_peregrine_horned_owl-2,0,3050-01-01T00:00:00Z,2,,2,,2
mechdef_koshi_mist_lynx-B,31,,62,,62,,62
mechdef_uller_kit_fox-H,0,,0,,0,3059-01-01T00:00:00Z,3
mechdef_dasher_fire_moth-PRIME,62,,0,,0,,0
mechdef_puma_adder-D,62,,62,,62,,62
mechdef_puma_adder-E,0,,0,,0,3060-01-01T00:00:00Z,2
mechdef_firefly_C,0,3050-01-01T00:00:00Z,5,,6,,5
mechdef_uller_kit_fox-A,21,,21,,21,,21
mechdef_koshi_mist_lynx-C,21,,62,,62,,62
mechdef_vixen_incubus-3,4,,4,,4,Jump:3058-01-01T00:00:00Z,31
mechdef_hankyu_arctic_cheetah-PRIME,22,,21,,14,,17
mechdef_uller_kit_fox-S,4,,10,,10,,10
mechdef_uller_kit_fox-G,0,,0,3054-01-01T00:00:00Z,3,,6
mechdef_puma_adder-C,62,,62,,62,,62
mechdef_uller_kit_fox-E,0,,0,3054-01-01T00:00:00Z,3,,6
mechdef_puma_adder-B,51,,132,,132,,132
mechdef_puma_adder-S,0,3050-01-01T00:00:00Z,33,,55,,88
mechdef_uller_kit_fox-W,4,,0,,0,,0
mechdef_peregrine_horned_owl-1,10,,10,,10,Jump:3058-01-01T00:00:00Z,21
mechdef_puma_adder-A,103,,21,,21,,21
mechdef_puma_adder-H,0,,0,,0,3059-01-01T00:00:00Z,3
mechdef_hellion-A,0,,0,,0,3060-01-01T00:00:00Z,26
mechdef_peregrine_horned_owl-3,0,,0,,0,3061-01-01T00:00:00Z,7
mechdef_vixen_incubus-8,0,3050-01-01T00:00:00Z,2,,2,,2
mechdef_hellion-B,0,,0,,0,3060-01-01T00:00:00Z,37
mechdef_vixen_incubus-1,21,,21,,21,Jump:3058-01-01T00:00:00Z,31
mechdef_hankyu_arctic_cheetah-C,4,,5,,3,,4
mechdef_hellion-Prime,0,,0,,0,3060-01-01T00:00:00Z,53
mechdef_vixen_incubus-2,21,,21,,21,Jump:3058-01-01T00:00:00Z,31
mechdef_puma_adder-PRIME,132,,133,,133,,133
mechdef_hellion-C,0,,0,,0,3061-01-01T00:00:00Z,26
mechdef_dasher_fire_moth-D,41,,82,,82,,82
Mediums,,,,,,,
mechdef_phantom-E,0,,0,,0,3061-01-01T00:00:00Z,15
mechdef_phantom-B,0,3052-01-01T00:00:00Z,18,,28,,34
mechdef_phantom-PRIME,0,3052-01-01T00:00:00Z,36,,56,,67
mechdef_fenris_ice_ferret-C,19,,19,,19,,19
mechdef_fenris_ice_ferret-A,58,,67,,67,,67
mechdef_great_wyrm-1,0,3050-01-01T00:00:00Z,4,,5,,4
mechdef_dragonfly_viper-C,19,,87,,87,,87
mechdef_stag_ST-14G,0,3052-01-01T00:00:00Z,2,,2,,2
mechdef_shadow_cat-TC,0,,0,,0,3060-01-01T00:00:00Z,4
mechdef_clint_IIC,0,,0,3055-01-01T00:00:00Z,13,,15
mechdef_phantom-A,0,3052-01-01T00:00:00Z,26,,40,,48
mechdef_coyotl-B,4,,2,,2,Jump:3058-01-01T00:00:00Z,0
mechdef_black_hawk_nova-D,10,,0,,0,,0
mechdef_dragonfly_viper-PRIME,48,,0,,0,,0
mechdef_fenris_ice_ferret-B,58,,67,,67,,67
mechdef_battle_cobra-A,0,,0,,0,3060-01-01T00:00:00Z,8
mechdef_griffin_IIC-4,0,,0,,0,3060-01-01T00:00:00Z,1
mechdef_fenris_ice_ferret-E,0,,0,3056-01-01T00:00:00Z,3,,5
mechdef_battle_cobra-PRIME,0,,0,,0,3060-01-01T00:00:00Z,17
mechdef_battle_cobra-F,0,,0,,0,3060-01-01T00:00:00Z,6
mechdef_black_hawk_nova-C,10,,0,,0,,0
mechdef_griffin_IIC-2,39,,50,,39,Jump:3058-01-01T00:00:00Z,67
mechdef_griffin_IIC-3,0,,0,,0,3060-01-01T00:00:00Z,1
mechdef_black_hawk_nova-B,19,,48,,48,,48
mechdef_dragonfly_viper-E,0,,0,3054-01-01T00:00:00Z,3,,5
mechdef_phantom-D,0,3052-01-01T00:00:00Z,16,,25,,30
mechdef_phantom-C,0,3052-01-01T00:00:00Z,16,,25,,30
mechdef_battle_cobra-H,0,,0,,0,3061-01-01T00:00:00Z,4
mechdef_night_chanter-A,0,,0,,0,Jump:3059-07-01T00:00:00Z,1
mechdef_griffin_IIC,19,,19,,19,Jump:3058-01-01T00:00:00Z,32
mechdef_fenris_ice_ferret-H,0,,0,,0,3061-01-01T00:00:00Z,8
mechdef_wyvern_IIC,19,,19,,19,Jump:3058-01-01T00:00:00Z,32
mechdef_stagii_ST-24G,0,3052-01-01T00:00:00Z,3,,5,,4
mechdef_pouncer-E,0,,0,,0,3061-01-01T00:00:00Z,22
mechdef_night_chanter-PRIME,0,,0,,0,Jump:3059-07-01T00:00:00Z,1
mechdef_fenris_ice_ferret-D,39,,67,,67,,67
mechdef_pouncer-C,0,3050-01-01T00:00:00Z,3,,9,,11
mechdef_fenris_ice_ferret-PRIME,116,,67,,67,,67
mechdef_hunchback_IIC,58,,58,,58,,58
mechdef_lobo-1,0,,0,,0,3059-01-01T00:00:00Z,5
mechdef_shadow_hawk_IIC,10,,15,,10,Jump:3058-01-01T00:00:00Z,25
mechdef_coyotl-A,4,,3,,3,Jump:3058-01-01T00:00:00Z,0
mechdef_dragonfly_viper-D,29,,0,,0,,0
mechdef_hellhound_conjurer-1,0,3050-01-01T00:00:00Z,5,,5,,4
mechdef_dragonfly_viper-B,19,,58,,58,,58
mechdef_black_hawk_nova-H,0,,0,,0,3059-01-01T00:00:00Z,3
mechdef_pouncer-B,0,3050-01-01T00:00:00Z,3,,9,,11
mechdef_hellhound_conjurer-7,0,3050-01-01T00:00:00Z,1,,2,,1
