ChaosMarchVehicles,,,,,
Collection:WordOfBlakeVehicles,0,,0,,1
Salvage:KuritaVehicles,0,,3,,3
Salvage:LiaoVehicles,3,,10,,10
Salvage:MarikVehicles,7,,13,,13
Salvage:SteinerVehicles,20,,33,,33
Dates,3057-01-01T00:00:00Z,,3063-01-01T00:00:00Z,,3069-01-01T00:00:00Z
Lights,,,,,
vehicledef_SPRINT_TRANSPORT,4,,7,,8
vehicledef_SPRINT,11,,20,,27
vehicledef_SPRINT_C3,2,,5,,6
vehicledef_APC_Hover,17,,17,,19
vehicledef_APC_Hover_MG,7,,5,,6
vehicledef_KARNOV,26,,15,,8
vehicledef_APC_Hover_SRM,7,,5,,6
vehicledef_APC_Tracked,33,,35,,37
vehicledef_KARNOV_3055,2,,10,,12
vehicledef_APC_Tracked_MG,7,,5,,6
vehicledef_APC_Wheeled,24,,25,,25
vehicledef_APC_Tracked_SRM,11,,12,,12
vehicledef_APC_Wheeled_MG,9,,7,,8
vehicledef_APC_Wheeled_SRM,9,,7,,8
vehicledef_APC_HeavyHover,31,,32,,31
vehicledef_APC_HeavyWheeled,44,,45,,47
vehicledef_HOVERSCOUT,9,,7,,8
vehicledef_APC_Hover_LRM,4,,5,,4
vehicledef_APC_Wheeled_LRM,4,,5,,4
vehicledef_APC_HeavyTracked,44,,45,,47
vehicledef_APC_Tracked_LRM,4,,5,,4
vehicledef_APC_HeavyWheeled_MG,22,,22,,25
vehicledef_APC_HeavyHover_MG,15,,17,,16
vehicledef_SPRINT_LASER,4,,7,,8
vehicledef_KARNOV_ARTILLERY,4,,2,,2
vehicledef_APC_HeavyTracked_MG,22,,22,,25
vehicledef_SKULKER_MG,2,,2,,2
vehicledef_BLIZZARD_SRM,0,3061-01-01T00:00:00Z,7,,6
vehicledef_BLIZZARD,15,,27,,14
vehicledef_WARRIOR_H-7A,15,,17,,16
vehicledef_PACKRAT_ICE,4,,2,,2
vehicledef_WARRIOR_H-7,22,,22,,23
vehicledef_SCORPION,46,,20,,14
vehicledef_GALLEON_GAL-100,31,,25,,21
vehicledef_SKULKER,9,,7,,6
vehicledef_PEGASUS_UA,2,,2,,2
vehicledef_SKULKER_SRM,2,,2,,4
vehicledef_SCORPION_ML,11,,10,,10
vehicledef_APC_HeavyHover_Scout,0,,0,3069-01-01T00:00:00Z,4
vehicledef_PACKRAT_PKR-T5,41,,20,,12
vehicledef_GALLEON_GAL-200,4,,7,,10
vehicledef_HARASSER_Mini-Peggy,2,,2,,0
vehicledef_HARASSER_FLAMER,2,,5,,6
vehicledef_SCORPION_SRM,24,,20,,19
vehicledef_SCORPION_MRM,0,3060-01-01T00:00:00Z,7,,19
vehicledef_HARASSER,26,,17,,10
vehicledef_SCORPION_LRM,11,,10,,10
vehicledef_JEdgar_ICE,4,,2,,2
vehicledef_MANTIS,0,3061-01-01T00:00:00Z,10,,19
vehicledef_WARRIOR_H-7C,9,,10,,12
vehicledef_JEdgar_Flamer,4,,2,,2
vehicledef_BLIZZARD_BLACK,0,,0,3067-01-01T00:00:00Z,2
vehicledef_JEdgar_MG,4,,2,,2
vehicledef_CAVALRY_LRM,4,,5,,4
vehicledef_HAWKMOTH,0,3061-01-01T00:00:00Z,7,,21
vehicledef_CAVALRY_TAG,0,3058-01-01T00:00:00Z,2,,2
vehicledef_KARNOV_BA,0,3062-01-01T00:00:00Z,7,,10
vehicledef_HAWKMOTH_ARMOR,0,3061-01-01T00:00:00Z,2,,10
vehicledef_CAVALRY,13,,10,,8
vehicledef_CAVALRY_SRM,4,,2,,2
vehicledef_SCIMITAR,57,,27,,12
vehicledef_JEdgar,11,,5,,4
vehicledef_JEdgar_TAG,9,,7,,6
vehicledef_STRIKER,17,,15,,12
vehicledef_PEGASUS_SENSORS,2,,2,,2
vehicledef_PLAINSMAN_SCOUT,0,,0,3067-01-01T00:00:00Z,4
vehicledef_STRIKER_SRM,7,,7,,6
vehicledef_SALADIN_ARMOR,7,,5,,0
vehicledef_SALADIN,57,,45,,21
vehicledef_HUNTER_LRM15,7,,7,,12
vehicledef_PLAINSMAN,11,,12,,8
vehicledef_STRIKER_LRM,7,,7,,6
vehicledef_YELLOWJACKET_ARROWIV,0,,0,3067-01-01T00:00:00Z,2
vehicledef_CAVALRY_INFANTRY,0,3062-01-01T00:00:00Z,2,,2
vehicledef_PEGASUS,24,,15,,10
vehicledef_HUNTER_LRM10,7,,7,,12
vehicledef_HUNTER,31,,27,,27
vehicledef_GALLEON_GAL-102,11,,17,,21
vehicledef_SARACEN,33,,25,,23
vehicledef_HUNTER_AMMO,4,,5,,0
vehicledef_PEGASUS_MISSILE,2,,2,,2
vehicledef_STRIKER_AMMO,2,,5,,6
vehicledef_SCIMITAR_MISSILE,7,,5,,4
vehicledef_SALADIN_LBX,0,3060-01-01T00:00:00Z,12,,25
vehicledef_YELLOWJACKET,0,3058-01-01T00:00:00Z,30,,25
vehicledef_YELLOWJACKET_RAC,0,,0,3065-01-01T00:00:00Z,4
vehicledef_YELLOWJACKET_AMMO,0,3058-01-01T00:00:00Z,5,,4
vehicledef_SALADIN_ULTRA,0,3063-01-01T00:00:00Z,5,,19
Mediums,,,,,
vehicledef_VEDETTE_AC2,198,,148,,77
vehicledef_VEDETTE,395,,295,,155
vehicledef_VEDETTE_LGAUSS,0,,0,3068-01-01T00:00:00Z,89
vehicledef_HETZER_LASER,4,,6,,6
vehicledef_HETZER_AC10,4,,3,,6
vehicledef_HETZER_SCOUT,4,,3,,6
vehicledef_VEDETTE_NETC,40,,162,,173
vehicledef_HETZER,24,,19,,12
vehicledef_HETZER_SRM,4,,6,,6
vehicledef_CONDOR,56,,36,,12
vehicledef_HETZER_LRM,4,,6,,6
vehicledef_FALCON,28,,28,,24
vehicledef_PROWLER_SEALED,8,,6,,6
vehicledef_MAXIM_SRM4,8,,6,,6
vehicledef_VEDETTE_RAC,0,,0,3067-01-01T00:00:00Z,101
vehicledef_MAXIM_AP,8,,6,,6
vehicledef_PROWLER,16,,19,,24
vehicledef_MAXIM_SRM2,8,,6,,0
vehicledef_MAXIM,56,,17,,6
vehicledef_MAXIM_I,0,3060-01-01T00:00:00Z,50,,83
vehicledef_MAXIM_C3S,0,,0,3067-01-01T00:00:00Z,6
vehicledef_PROWLER_ECM,4,,6,,6
vehicledef_MAXIM_3052,8,,6,,6
vehicledef_MAXIM_BA,8,,14,,12
vehicledef_PROWLER_SUPPORT,8,,6,,6
vehicledef_CHAPARRAL_MG,0,3061-01-01T00:00:00Z,6,,6
vehicledef_CHAPARRAL,40,,22,,18
vehicledef_MYRMIDON,0,3060-01-01T00:00:00Z,50,,54
vehicledef_MAXIM_BAv2,0,3058-01-01T00:00:00Z,6,,6
vehicledef_CHAPARRAL_SRM,0,3060-01-01T00:00:00Z,6,,6
vehicledef_MAXIM_FS,8,,6,,6
vehicledef_DRILLSON_SRM,16,,14,,12
vehicledef_DRILLSON,40,,25,,12
vehicledef_CONDOR_LASER,0,3060-01-01T00:00:00Z,17,,24
vehicledef_CONDOR_3068,0,,0,3067-01-01T00:00:00Z,18
Heavies,,,,,
vehicledef_HI-SCOUT,20,,22,,25
vehicledef_CARRIER_AC2,40,,31,,25
vehicledef_CARRIER_LBX,0,3062-01-01T00:00:00Z,14,,25
vehicledef_BULLDOG_AC2,20,,11,,6
vehicledef_CARRIER_LASER,59,,45,,44
vehicledef_THUMPER,59,,45,,51
vehicledef_BULLDOG,40,,20,,13
vehicledef_PIKE,59,,34,,25
vehicledef_BULLDOG_LRM,20,,11,,6
vehicledef_CARRIER_MRM,0,3062-01-01T00:00:00Z,34,,70
vehicledef_CARRIER_SRM_3054,20,,25,,32
vehicledef_CARRIER_LRM_3055,0,3058-01-01T00:00:00Z,90,,133
vehicledef_CARRIER_SRM,89,,104,,101
vehicledef_CARRIER_LRM,158,,92,,70
vehicledef_CARRIER_SRM_C3,0,,0,3065-01-01T00:00:00Z,13
vehicledef_BRUTUS_PPCv2,10,,11,,13
vehicledef_MANTICORE,228,,221,,184
vehicledef_VONLUCKNER_VNL-K65N,10,,0,,0
vehicledef_BRUTUS,40,,45,,44
vehicledef_BRUTUS_PPC,10,,11,,13
vehicledef_BRUTUS_LRM,20,,22,,19
Assaults,,,,,
vehicledef_PARTISAN_AC2,30,,11,,6
vehicledef_PARTISAN,192,,70,,38
vehicledef_LONGTOM-LT-MOB-25F,0,3059-01-01T00:00:00Z,17,,13
vehicledef_SCHREK_AC,51,,50,,44
vehicledef_LONGTOM-LT-MOB-25,99,,95,,76
vehicledef_PARTISAN_REFIT,0,3058-01-01T00:00:00Z,11,,6
vehicledef_SCHREK_MG,10,,11,,13
vehicledef_DEMOLISHER_MG,20,,25,,25
vehicledef_PARTISAN_AD,0,3058-01-01T00:00:00Z,95,,132
vehicledef_SCHREK,121,,132,,107
vehicledef_ONTOS,40,,25,,19
vehicledef_DEMOLISHER,131,,129,,113
vehicledef_PARTISAN_LRM,30,,11,,6
vehicledef_DEVASTATOR,51,,45,,31
vehicledef_BEHEMOTH_FLAMER,10,,8,,6
vehicledef_BEHEMOTH,71,,73,,57
vehicledef_ONTOS_3053,30,,59,,57
vehicledef_ONTOS_LGAUSS,0,,0,3064-01-01T00:00:00Z,19
vehicledef_DEMOLISHER_ARROWIV,0,3062-01-01T00:00:00Z,20,,31
vehicledef_MORRIGU_LASER,0,,0,3067-01-01T00:00:00Z,13
vehicledef_BEHEMOTH_KURITA,0,3061-01-01T00:00:00Z,11,,13
vehicledef_BEHEMOTH_ARMOR,10,,8,,6
vehicledef_RHINO_FLAMER,40,,31,,31
vehicledef_RHINO_MG,40,,31,,31
vehicledef_RHINO,81,,64,,57
vehicledef_RHINO_SL,20,,17,,13
vehicledef_DEMOLISHER_GAUSS,20,,62,,88
vehicledef_MORRIGU,0,,0,3067-01-01T00:00:00Z,38
