DavionVehicles,,,,,,,,,
Salvage:KuritaVehicles,13,,24,,23,,23,,26
Salvage:LiaoVehicles,43,,17,,21,,21,,16
Salvage:MarikVehicles,0,,10,,7,,7,,8
Salvage:SteinerVehicles,0,,0,,0,,0,,0
Salvage:TaurianConcordatVehicles,4,,7,,7,,7,,8
Salvage:OutworldVehicles,0,,2,,2,,2,,3
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3049-01-01T00:00:00Z,,3058-01-01T00:00:00Z,,3067-01-01T00:00:00Z
Lights,,,,,,,,,
vehicledef_FERRET_CARGO,18,,16,,15,,10,,9
vehicledef_FERRET,66,,58,,56,,39,,14
vehicledef_SPRINT_TRANSPORT,0,,0,,0,3055-01-01T00:00:00Z,5,,8
vehicledef_SPRINT,0,,0,,0,3052-01-01T00:00:00Z,15,,23
vehicledef_SPRINT_C3,0,,0,,0,3056-01-01T00:00:00Z,4,,6
vehicledef_APC_Hover,12,,11,,10,,10,,12
vehicledef_FERRET_ARMOR,18,,16,,15,,10,,9
vehicledef_APC_Hover_MG,3,,3,,3,,4,,5
vehicledef_DARTER,36,,32,,30,,19,,14
vehicledef_DARTER_C3,0,,0,,0,3056-01-01T00:00:00Z,4,,7
vehicledef_KARNOV,24,,21,,18,,17,,7
vehicledef_RIPPER_MG,0,,0,,0,3055-01-01T00:00:00Z,2,,5
vehicledef_APC_Hover_SRM,3,,3,,3,,4,,5
vehicledef_SAVANNAHMASTER_SL,0,,0,3049-01-01T00:00:00Z,3,,2,,5
vehicledef_DARTER_BAP,0,,0,,0,3052-01-01T00:00:00Z,5,,9
vehicledef_APC_Tracked,24,,21,,20,,21,,23
vehicledef_KARNOV_3055,0,,0,,0,3056-01-01T00:00:00Z,1,,7
vehicledef_KESTREL,0,,0,3049-01-01T00:00:00Z,5,,6,,5
vehicledef_APC_Tracked_MG,3,,3,,3,,4,,5
vehicledef_APC_Wheeled,18,,16,,15,,15,,16
vehicledef_RIPPER_SPL,0,,0,,0,,0,3059-01-01T00:00:00Z,5
vehicledef_DARTER_SRM2,6,,5,,5,,2,,3
vehicledef_APC_Tracked_SRM,9,,8,,8,,7,,8
vehicledef_APC_Wheeled_MG,6,,5,,5,,5,,6
