MarikVehicles,,,,,,,,,
Salvage:DavionVehicles,0,,11,,16,,13,,12
Salvage:KuritaVehicles,0,,0,,0,,0,,0
Salvage:LiaoVehicles,25,,8,,7,,13,,18
Salvage:SteinerVehicles,25,,22,,27,,33,,30
Salvage:MagistracyOfCanopusVehicles,0,3030-09-11T00:00:00Z,2,Jump:3040-01-31T00:00:00Z,0,,0,,0
Salvage:AndurienVehicles,0,3030-09-11T00:00:00Z,6,Jump:3040-01-31T00:00:00Z,0,,0,,0
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3049-01-01T00:00:00Z,,3058-01-01T00:00:00Z,,3067-01-01T00:00:00Z
Lights,,,,,,,,,
vehicledef_FERRET,24,,37,,37,,26,,20
vehicledef_SPRINT_TRANSPORT,0,,0,,0,3055-01-01T00:00:00Z,3,,7
vehicledef_SPRINT,0,,0,,0,3055-01-01T00:00:00Z,11,,24
vehicledef_SPRINT_C3,0,,0,,0,3056-01-01T00:00:00Z,3,,5
vehicledef_APC_Hover,14,,13,,14,,15,,16
vehicledef_FERRET_ARMOR,3,,3,,3,,3,,2
vehicledef_APC_Hover_MG,3,,3,,3,,5,,5
vehicledef_KARNOV,28,,27,,24,,24,,9
vehicledef_APC_Hover_SRM,3,,3,,3,,5,,5
vehicledef_APC_Tracked,28,,27,,27,,29,,33
vehicledef_KARNOV_3055,0,,0,,0,3056-01-01T00:00:00Z,2,,9
vehicledef_APC_Tracked_MG,3,,3,,3,,5,,5
vehicledef_APC_Wheeled,21,,20,,20,,21,,22
vehicledef_APC_Tracked_SRM,10,,10,,10,,10,,11
vehicledef_APC_Wheeled_MG,7,,7,,7,,8,,7
vehicledef_APC_Wheeled_SRM,7,,7,,7,,8,,7
vehicledef_APC_HeavyHover,28,,27,,27,,28,,29
vehicledef_APC_HeavyWheeled,38,,37,,37,,39,,42
vehicledef_HOVERSCOUT,7,,7,,7,,8,,7
vehicledef_APC_Hover_LRM,3,,3,,3,,3,,4
vehicledef_APC_Wheeled_LRM,3,,3,,3,,3,,4
vehicledef_APC_HeavyTracked,38,,37,,37,,39,,42
vehicledef_APC_Tracked_LRM,3,,3,,3,,3,,4
vehicledef_APC_HeavyWheeled_MG,21,,20,,20,,20,,22
vehicledef_APC_HeavyHover_MG,14,,13,,14,,13,,15
vehicledef_SPRINT_LASER,0,,0,,0,3055-01-01T00:00:00Z,3,,7
vehicledef_KARNOV_GUNSHIP,0,3039-01-01T00:00:00Z,7,,14,,15,,16
vehicledef_KARNOV_ARTILLERY,0,3039-01-01T00:00:00Z,3,,3,,3,,2
vehicledef_APC_HeavyTracked_MG,21,,20,,20,,20,,22
vehicledef_SKULKER_MG,3,,3,,3,,2,,2
vehicledef_WARRIOR_H-7A,10,,10,,10,,10,,11
vehicledef_PACKRAT_ICE,3,,3,,7,,5,,2
vehicledef_WARRIOR_H-7,14,,13,,14,,15,,15
vehicledef_SCORPION,59,,57,,41,,29,,9
vehicledef_GALLEON_GAL-100,42,,40,,54,,33,,16
vehicledef_SKULKER,14,,13,,14,,7,,5
vehicledef_PEGASUS_UA,7,,7,,3,,2,,2
vehicledef_SKULKER_SRM,3,,3,,3,,3,,4
vehicledef_SCORPION_ML,14,,13,,10,,7,,7
vehicledef_HARASSER_LASER,28,,27,,27,,29,,11
vehicledef_PACKRAT_PKR-T5,14,,17,,34,,37,,11
vehicledef_PEREGRINE,17,,7,,0,,0,,0
vehicledef_GALLEON_GAL-200,0,,0,3049-01-01T00:00:00Z,3,,5,,7
vehicledef_HARASSER_Mini-Peggy,0,3028-01-01T00:00:00Z,7,,7,,7,,0
vehicledef_HARASSER_FLAMER,7,,7,,7,,7,,4
vehicledef_SCORPION_SRM,28,,27,,20,,15,,13
vehicledef_SCORPION_MRM,0,,0,,0,,0,3060-01-01T00:00:00Z,9
vehicledef_HARASSER_LRM,21,,17,,17,,18,,11
vehicledef_HARASSER,56,,50,,51,,52,,7
vehicledef_SCORPION_LRM,14,,13,,10,,7,,7
vehicledef_JEdgar_ICE,3,,3,,3,,2,,0
vehicledef_MANTIS,0,,0,,0,,0,3060-01-01T00:00:00Z,22
vehicledef_WARRIOR_H-7C,3,,3,,3,,5,,7
vehicledef_JEdgar_Flamer,3,,3,,3,,2,,0
vehicledef_MAINGAUCHE,0,,0,,0,,0,3063-01-01T00:00:00Z,60
vehicledef_MAINGAUCHE_C3,0,,0,,0,,0,3065-01-01T00:00:00Z,15
vehicledef_JEdgar_MG,3,,3,,3,,2,,0
vehicledef_CAVALRY_LRM,0,,0,,0,3055-01-01T00:00:00Z,3,,2
vehicledef_HAWKMOTH,0,,0,,0,,0,3061-01-01T00:00:00Z,15
vehicledef_CAVALRY_TAG,0,,0,,0,3058-01-01T00:00:00Z,2,,2
vehicledef_KARNOV_BA,0,,0,,0,,0,3062-01-01T00:00:00Z,9
vehicledef_HAWKMOTH_ARMOR,0,,0,,0,,0,3061-01-01T00:00:00Z,7
vehicledef_CAVALRY,0,,0,,0,3055-01-01T00:00:00Z,7,,5
vehicledef_CAVALRY_SRM,0,,0,,0,3055-01-01T00:00:00Z,3,,2
vehicledef_SCIMITAR,38,,37,,37,,37,,9
vehicledef_JEdgar,7,,7,,7,,3,,0
vehicledef_JEdgar_TAG,0,,0,,0,3052-01-01T00:00:00Z,3,,0
vehicledef_STRIKER,10,,7,,7,,8,,5
vehicledef_PEGASUS_SENSORS,10,,7,,3,,3,,2
vehicledef_PLAINSMAN_SCOUT,0,,0,,0,,0,3064-01-01T00:00:00Z,5
vehicledef_STRIKER_SRM,3,,3,,3,,3,,4
vehicledef_MAINGAUCHE_XL,0,,0,,0,,0,3065-01-01T00:00:00Z,15
vehicledef_SALADIN_ARMOR,10,,13,,14,,10,,0
