ChaosMarch,,,,,,,
Collection:WordofBlake,0,,5,,5,,10
Collection:KuritaLocals,0,,10,,10,,10
Collection:LiaoLocals,0,,15,,15,,15
Collection:MarikLocals,0,,20,,20,,20
Collection:SteinerLocals,0,,40,,35,,35
Dates,3057-01-01T00:00:00Z,,3061-01-01T00:00:00Z,,3065-01-01T00:00:00Z,,3069-01-01T00:00:00Z
Lights,,,,,,,
mechdef_stinger_STG-3R,56,,109,,57,,62
mechdef_wasp_WSP-1A,90,,308,,160,,155
mechdef_locust_LCT-1V,46,,91,,47,,44
mechdef_stinger_STG-5M,1,,6,,6,,6
mechdef_ostscout_OTT-7K,0,,0,,0,3067-01-01T00:00:00Z,1
mechdef_locust_LCT-3V,16,,45,,24,,22
mechdef_stinger_STG-3G,28,,54,,28,,31
mechdef_urbanmech_UM-R60,13,,44,,23,,15
mechdef_locust_LCT-3M,1,,5,,5,,4
mechdef_locust_LCT-1E,23,,64,,33,,22
mechdef_urbanmech_UM-R69,0,,0,3063-01-01T00:00:00Z,1,,1
mechdef_javelin_JVN-10N,15,,60,,31,,37
mechdef_ostscout_OTT-7J,8,,34,,18,,4
mechdef_spider_SDR-5V,11,,30,,16,,17
mechdef_tarantula_ZPH-1,0,3060-01-01T00:00:00Z,1,,1,,1
mechdef_firestarter_FS9-H,30,,59,,31,,24
mechdef_tarantula_ZPH-3A,0,,0,3063-01-01T00:00:00Z,1,,1
mechdef_locust_LCT-5M,0,,0,,0,3067-01-01T00:00:00Z,3
mechdef_tarantula_ZPH-2A,0,3060-01-01T00:00:00Z,1,,1,,1
mechdef_firestarter_FS9-S,1,,2,,2,,2
mechdef_firestarter_FS9-S1,1,,2,,2,,2
mechdef_javelin_JVN-10F,2,,11,,6,,9
mechdef_jenner_JR7-D,15,,61,,32,,39
mechdef_jackal_JA-KL-1532,1,,3,,3,,3
mechdef_tarantula_ZPH-4A,0,,0,,0,3067-01-01T00:00:00Z,1
mechdef_falconhawk_FNHK-9K,0,3060-01-01T00:00:00Z,1,,1,,1
mechdef_falconhawk_FNHK-9K1A,0,3060-01-01T00:00:00Z,4,,4,,4
Mediums,,,,,,,
