Arc-RoyalDCVehicles,,,,,
Collection:JadeFalconVehicles,15,,30,,30
Collection:SteinerVehicles,15,,30,,30
Dates,3058-01-01T00:00:00Z,,3062-01-01T00:00:00Z,,3067-01-01T00:00:00Z
Lights,,,,,
vehicledef_FERRET_CARGO,7,,5,,4
vehicledef_FERRET,21,,14,,10
vehicledef_SPRINT_TRANSPORT,4,,7,,8
vehicledef_SPRINT,13,,19,,19
vehicledef_SPRINT_C3,3,,5,,6
vehicledef_APC_Hover,11,,12,,13
vehicledef_FERRET_ARMOR,4,,2,,2
vehicledef_APC_Hover_MG,4,,5,,4
vehicledef_DARTER,16,,11,,8
vehicledef_KARNOV,13,,11,,6
vehicledef_RIPPER_MG,3,,5,,6
vehicledef_APC_Hover_SRM,4,,5,,4
vehicledef_SAVANNAHMASTER_SL,4,,5,,8
vehicledef_DARTER_BAP,4,,5,,6
vehicledef_APC_Tracked,24,,26,,27
vehicledef_KARNOV_3055,1,,5,,6
vehicledef_KESTREL,7,,7,,6
vehicledef_APC_Tracked_MG,4,,5,,4
vehicledef_APC_Wheeled,17,,18,,19
vehicledef_RIPPER_SPL,0,3059-01-01T00:00:00Z,4,,6
vehicledef_APC_Tracked_SRM,9,,9,,10
vehicledef_APC_Wheeled_MG,6,,7,,8
vehicledef_KESTREL_SL,4,,4,,4
vehicledef_APC_Wheeled_SRM,6,,7,,8
vehicledef_APC_HeavyHover,23,,25,,25
vehicledef_APC_HeavyWheeled,31,,35,,37
vehicledef_HOVERSCOUT,6,,7,,6
vehicledef_KESTREL_SRM,6,,5,,4
vehicledef_APC_Hover_LRM,3,,4,,4
vehicledef_DARTER_ECM,4,,5,,6
vehicledef_APC_Wheeled_LRM,3,,4,,4
vehicledef_WINTERHAWK,0,3060-01-01T00:00:00Z,7,,6
vehicledef_APC_HeavyTracked,31,,35,,37
vehicledef_APC_Tracked_LRM,3,,4,,4
vehicledef_APC_HeavyWheeled_MG,16,,18,,17
vehicledef_SAVANNAHMASTER,44,,26,,19
vehicledef_APC_HeavyHover_MG,11,,12,,13
vehicledef_SPRINT_LASER,4,,7,,8
vehicledef_KARNOV_GUNSHIP,11,,12,,13
vehicledef_KARNOV_ARTILLERY,1,,2,,2
vehicledef_APC_HeavyTracked_MG,16,,18,,17
vehicledef_KESTREL_ML,7,,7,,6
vehicledef_SKULKER_MG,1,,2,,2
vehicledef_BLIZZARD_SRM,0,3061-01-01T00:00:00Z,5,,8
vehicledef_CENTIPEDE,34,,33,,29
vehicledef_BLIZZARD,11,,21,,17
vehicledef_WARRIOR_H-7A,13,,11,,8
vehicledef_PACKRAT_ICE,6,,4,,2
vehicledef_WARRIOR_H-7,19,,16,,12
vehicledef_SCORPION,24,,12,,8
vehicledef_GALLEON_GAL-100,17,,14,,12
vehicledef_SKULKER,6,,5,,6
vehicledef_PEGASUS_UA,1,,2,,2
vehicledef_SKULKER_SRM,1,,2,,4
vehicledef_SCORPION_ML,6,,5,,6
vehicledef_HARASSER_LASER,17,,9,,0
vehicledef_CENTIPEDE_TAG,0,,0,3067-01-01T00:00:00Z,6
vehicledef_PACKRAT_PKR-T5,43,,25,,12
vehicledef_GALLEON_GAL-200,4,,5,,6
vehicledef_RIPPER,6,,7,,6
vehicledef_HARASSER_Mini-Peggy,3,,2,,0
vehicledef_HARASSER_FLAMER,3,,4,,4
vehicledef_SCORPION_SRM,11,,11,,12
