NorthwindHighlandersVehicles,,,,,,,,,
Collection:DavionVehicles,11,,11,,7,,6,,7
Collection:KuritaVehicles,11,,11,,7,,6,,7
Collection:LiaoVehicles,11,,11,,7,,6,,7
Collection:MarikVehicles,11,,11,,7,,6,,7
Collection:SteinerVehicles,11,,11,,7,,6,,7
Collection:GhostBearVehicles,0,,0,Jump:3050-01-01T00:00:00Z,4,,10,,15
Collection:JadeFalconVehicles,0,,0,Jump:3050-01-01T00:00:00Z,4,,10,,15
Collection:NovaCatVehicles,0,,0,Jump:3050-01-01T00:00:00Z,2,,6,,9
Collection:SmokeJaguarVehicles,0,,0,Jump:3050-01-01T00:00:00Z,4,,8,,0
Collection:SteelViperVehicles,0,,0,Jump:3050-01-01T00:00:00Z,2,,6,,9
Collection:WolfVehicles,0,,0,Jump:3050-01-01T00:00:00Z,4,,10,,15
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3050-01-01T00:00:00Z,,3061-01-01T00:00:00Z,,3067-01-01T00:00:00Z
Lights,,,,,,,,,
vehicledef_TRUCK_Flatbed,18,,20,,23,,32,,61
vehicledef_SPRINT_TRANSPORT,0,,0,,0,3055-01-01T00:00:00Z,6,,13
vehicledef_SPRINT_C3,0,,0,,0,3057-01-01T00:00:00Z,7,,15
vehicledef_SPRINT,0,,0,,0,3055-01-01T00:00:00Z,36,,75
vehicledef_PEREGRINE_CARGO,0,3036-01-01T00:00:00Z,1,,0,,0,,0
vehicledef_HOVERSCOUT,2,,3,,3,,5,,9
vehicledef_WINTERHAWK,0,,0,,0,3059-01-01T00:00:00Z,8,,15
vehicledef_APC_HeavyTracked,12,,13,,15,,21,,40
vehicledef_SPRINT_LASER,0,,0,,0,3055-01-01T00:00:00Z,10,,21
vehicledef_BLIZZARD_SRM,0,,0,,0,,0,3062-01-01T00:00:00Z,9
vehicledef_CENTIPEDE,0,,0,,0,3055-01-01T00:00:00Z,24,,35
vehicledef_BLIZZARD,0,,0,,0,3055-01-01T00:00:00Z,8,,12
vehicledef_WARRIOR_H-7A,4,,5,,6,,6,,2
vehicledef_PACKRAT_ICE,1,,1,,2,,1,,0
vehicledef_WARRIOR_H-7,6,,7,,8,,8,,3
vehicledef_SCORPION,25,,28,,23,,12,,5
vehicledef_GALLEON,12,,14,,14,,12,,5
vehicledef_SKULKER,5,,6,,7,,6,,8
vehicledef_PEGASUS_UA,2,,2,,1,,1,,2
vehicledef_MOBILEHQ,0,,0,,0,3060-01-01T00:00:00Z,1,,1
vehicledef_SCORPION_ML,6,,7,,6,,4,,7
vehicledef_PACKRAT_PKR-T5,4,,5,,12,,11,,0
vehicledef_PEREGRINE,12,,2,,0,,0,,0
vehicledef_GALLEON_GAL-200,0,,0,3049-01-01T00:00:00Z,1,,3,,5
vehicledef_HARASSER_Mini-Peggy,0,3028-01-01T00:00:00Z,1,,1,,1,,1
vehicledef_HARASSER_FLAMER,1,,1,,2,,2,,1
vehicledef_SCORPION_SRM,12,,14,,12,,9,,15
vehicledef_SCORPION_MRM,0,,0,,0,3060-01-01T00:00:00Z,7,,35
vehicledef_BADGER-F,0,,0,,0,3058-01-01T00:00:00Z,3,,6
vehicledef_HARASSER,8,,11,,13,,13,,1
vehicledef_WARRIOR_H-8,0,,0,,0,3055-01-01T00:00:00Z,33,,59
vehicledef_SCORPION_LRM,6,,7,,6,,4,,7
vehicledef_BADGER-B,0,,0,3049-01-01T00:00:00Z,1,,1,,2
vehicledef_CENTIPEDE_SRM,0,,0,,0,,0,3062-01-01T00:00:00Z,1
vehicledef_JEdgar_ICE,1,,2,,1,,1,,0
vehicledef_BADGER-E,0,,0,3049-01-01T00:00:00Z,1,,1,,2
vehicledef_MANTIS,0,,0,,0,3061-01-01T00:00:00Z,12,,50
vehicledef_BADGER-A,0,,0,3049-01-01T00:00:00Z,1,,1,,2
vehicledef_WARRIOR_H-7C,2,,2,,3,,3,,2
vehicledef_BADGER-C,0,,0,3049-01-01T00:00:00Z,1,,1,,2
vehicledef_JEdgar_Flamer,1,,1,,1,,1,,0
vehicledef_BLIZZARD_BLACK,0,,0,,0,,0,3067-01-01T00:00:00Z,8
vehicledef_JEdgar_MG,1,,1,,1,,1,,0
vehicledef_CAVALRY_LRM,0,,0,,0,3055-01-01T00:00:00Z,2,,3
vehicledef_HAWKMOTH,0,,0,,0,3061-01-01T00:00:00Z,5,,47
vehicledef_CAVALRY_TAG,0,,0,,0,3059-01-01T00:00:00Z,5,,6
vehicledef_KARNOV_BA,0,,0,,0,,0,3063-01-01T00:00:00Z,18
vehicledef_HAWKMOTH_ARMOR,0,,0,,0,3061-01-01T00:00:00Z,2,,24
vehicledef_CAVALRY,0,,0,,0,3054-01-01T00:00:00Z,5,,7
vehicledef_CAVALRY_SRM,0,,0,,0,3055-01-01T00:00:00Z,2,,2
vehicledef_SCIMITAR,11,,18,,21,,20,,2
vehicledef_BADGER-D,0,,0,3049-01-01T00:00:00Z,1,,1,,2
vehicledef_JEdgar,3,,6,,6,,3,,0
vehicledef_BADGER-PRIME,0,,0,3049-01-01T00:00:00Z,1,,1,,2
vehicledef_KARNOV_AC,0,,0,,0,3060-01-01T00:00:00Z,1,,2
vehicledef_JEdgar_TAG,0,,0,,0,3053-01-01T00:00:00Z,15,,0
vehicledef_STRIKER,3,,3,,3,,3,,1
vehicledef_PEGASUS_SENSORS,3,,2,,1,,1,,2
vehicledef_STRIKER_SRM,1,,1,,1,,2,,1
vehicledef_SALADIN_ARMOR,3,,3,,4,,3,,2
vehicledef_SALADIN,14,,18,,21,,23,,8
vehicledef_HUNTER_LRM15,1,,2,,2,,4,,3
vehicledef_PLAINSMAN,0,3039-01-01T00:00:00Z,3,,3,,0,,0
vehicledef_STRIKER_LRM,1,,1,,1,,2,,1
vehicledef_CAVALRY_INFANTRY,0,,0,,0,,0,3063-01-01T00:00:00Z,3
vehicledef_PEGASUS,22,,18,,10,,7,,9
vehicledef_HUNTER_LRM10,1,,2,,2,,4,,3
vehicledef_HUNTER,6,,10,,12,,15,,6
vehicledef_GALLEON_GAL-102,0,,0,3049-01-01T00:00:00Z,55,,39,,58
vehicledef_SARACEN,4,,7,,8,,6,,3
vehicledef_HUNTER_AMMO,1,,1,,1,,3,,3
vehicledef_PEGASUS_MISSILE,2,,2,,1,,1,,2
vehicledef_STRIKER_AMMO,0,,0,,0,3055-01-01T00:00:00Z,2,,5
vehicledef_SCIMITAR_MISSILE,1,,2,,3,,3,,1
