RimVehicles,,,,,
Salvage:SteinerVehicles,50,,50,,50
Dates,3048-01-01T00:00:00Z,,3058-01-01T00:00:00Z,,3067-01-01T00:00:00Z
Lights,,,,,
vehicledef_FERRET,46,,32,,33
vehicledef_APC_Hover,6,,6,,13
vehicledef_APC_Hover_MG,6,,6,,7
vehicledef_KARNOV,23,,25,,20
vehicledef_APC_Hover_SRM,6,,6,,13
vehicledef_APC_Tracked,64,,70,,86
vehicledef_KARNOV_3055,0,,0,3059-01-01T00:00:00Z,7
vehicledef_APC_Tracked_MG,6,,6,,13
vehicledef_APC_Wheeled,46,,51,,60
vehicledef_APC_Tracked_SRM,12,,13,,13
vehicledef_APC_Wheeled_MG,6,,6,,13
vehicledef_APC_Wheeled_SRM,6,,6,,13
vehicledef_APC_HeavyHover,17,,19,,20
vehicledef_APC_HeavyWheeled,23,,25,,33
vehicledef_HOVERSCOUT,6,,6,,13
vehicledef_APC_Hover_LRM,6,,6,,7
vehicledef_APC_Wheeled_LRM,6,,6,,7
vehicledef_APC_HeavyTracked,23,,25,,33
vehicledef_APC_Tracked_LRM,6,,6,,7
vehicledef_APC_HeavyWheeled_MG,12,,13,,13
vehicledef_APC_HeavyHover_MG,6,,6,,13
vehicledef_APC_HeavyTracked_MG,12,,13,,13
vehicledef_APC_HeavyWheeled_SRM,6,,6,,7
vehicledef_APC_HeavyWheeled_LRM,6,,6,,7
vehicledef_APC_HeavyTracked_SRM,6,,6,,7
vehicledef_APC_HeavyHover_SRM,6,,6,,7
vehicledef_APC_HeavyTracked_LRM,6,,6,,7
vehicledef_APC_HeavyHover_LRM,6,,6,,7
vehicledef_WARRIOR_H-7A,17,,13,,7
vehicledef_PACKRAT_ICE,17,,19,,7
vehicledef_WARRIOR_H-7,23,,19,,13
vehicledef_SCORPION,64,,51,,20
vehicledef_GALLEON_GAL-100,35,,32,,20
vehicledef_SCORPION_ML,17,,13,,13
vehicledef_PACKRAT_PKR-T5,23,,32,,13
vehicledef_GALLEON_GAL-200,6,,13,,13
vehicledef_SCORPION_SRM,35,,25,,26
vehicledef_SCORPION_MRM,0,,0,3060-01-01T00:00:00Z,13
vehicledef_HARASSER,29,,32,,20
vehicledef_WARRIOR_H-8,0,3055-01-01T00:00:00Z,6,,33
vehicledef_SCORPION_LRM,17,,13,,13
vehicledef_JEdgar_ICE,23,,25,,7
vehicledef_WARRIOR_H-7C,6,,6,,7
vehicledef_SCIMITAR,64,,70,,20
vehicledef_JEdgar,6,,6,,7
vehicledef_PLAINSMAN_SCOUT,0,,0,3067-01-01T00:00:00Z,7
vehicledef_KARNOV_PERIPHERY,0,,0,3064-01-01T00:00:00Z,7
vehicledef_SALADIN_ARMOR,12,,6,,0
vehicledef_SALADIN,75,,63,,60
vehicledef_HUNTER_LRM15,6,,6,,13
vehicledef_PLAINSMAN,12,,13,,13
vehicledef_PEGASUS,35,,25,,13
vehicledef_HUNTER_LRM10,6,,6,,13
vehicledef_HUNTER,29,,32,,33
vehicledef_GALLEON_GAL-102,0,3055-01-01T00:00:00Z,6,,26
vehicledef_SARACEN,64,,70,,40
vehicledef_HUNTER_AMMO,6,,6,,0
vehicledef_YELLOWJACKET,0,,0,3059-01-01T00:00:00Z,26
vehicledef_YELLOWJACKET_AMMO,0,,0,3059-01-01T00:00:00Z,7
Mediums,,,,,
vehicledef_VEDETTE_AC2,139,,173,,184
vehicledef_VEDETTE,396,,345,,360
vehicledef_HETZER_LASER,10,,7,,7
vehicledef_BALLISTA,50,,43,,37
vehicledef_HETZER_AC10,10,,7,,7
vehicledef_GOBLIN,50,,36,,0
vehicledef_HETZER,40,,36,,15
vehicledef_CARRIER_LIGHTSRM,0,3058-01-01T00:00:00Z,36,,66
vehicledef_GLADIUS,0,,0,3067-01-01T00:00:00Z,37
vehicledef_HETZER_SRM,10,,7,,7
vehicledef_CONDOR,50,,43,,51
vehicledef_HETZER_LRM,10,,7,,7
