CalderonVehicles,,,
Salvage:TaurianConcordatVehicles,50,,50
Dates,3066-01-01T00:00:00Z,,3075-01-01T00:00:00Z
Lights,,,
vehicledef_FERRET,9,,30
vehicledef_SWIFTWIND,4,,13
vehicledef_SWIFTWIND_ICE,1,,3
vehicledef_APC_Hover,3,,10
vehicledef_APC_Hover_MG,2,,7
vehicledef_KARNOV,6,,13
vehicledef_APC_Hover_SRM,3,,10
vehicledef_APC_Tracked,24,,84
vehicledef_KARNOV_3055,2,,10
vehicledef_APC_Tracked_MG,3,,10
vehicledef_APC_Wheeled,17,,60
vehicledef_APC_Tracked_SRM,4,,13
vehicledef_APC_Wheeled_MG,3,,10
vehicledef_APC_Wheeled_SRM,3,,10
vehicledef_APC_HeavyHover,6,,20
vehicledef_APC_HeavyWheeled,9,,30
vehicledef_HOVERSCOUT,3,,10
vehicledef_APC_Hover_LRM,2,,7
vehicledef_APC_Wheeled_LRM,2,,7
vehicledef_APC_HeavyTracked,9,,30
vehicledef_APC_Tracked_LRM,2,,7
vehicledef_APC_HeavyWheeled_MG,4,,17
vehicledef_APC_HeavyHover_MG,3,,10
vehicledef_APC_HeavyTracked_MG,4,,17
vehicledef_APC_HeavyWheeled_SRM,2,,7
vehicledef_APC_HeavyWheeled_LRM,2,,7
vehicledef_APC_HeavyTracked_SRM,2,,7
vehicledef_APC_HeavyHover_SRM,2,,3
vehicledef_APC_HeavyTracked_LRM,2,,7
vehicledef_APC_HeavyHover_LRM,1,,3
vehicledef_WARRIOR_H-7A,3,,7
vehicledef_PACKRAT_ICE,2,,7
vehicledef_WARRIOR_H-7,4,,10
vehicledef_SCORPION,6,,20
vehicledef_GALLEON_GAL-100,6,,20
vehicledef_SCORPION_ML,4,,10
vehicledef_APC_HeavyHover_Scout,0,3069-01-01T00:00:00Z,7
vehicledef_PACKRAT_PKR-T5,3,,10
vehicledef_GALLEON_GAL-200,3,,10
vehicledef_SCORPION_SRM,8,,20
vehicledef_SCORPION_MRM,3,,27
vehicledef_HARASSER,7,,17
vehicledef_WARRIOR_H-8,9,,44
vehicledef_SCORPION_LRM,4,,10
vehicledef_JEdgar_ICE,3,,3
vehicledef_WARRIOR_H-7C,2,,0
vehicledef_JEdgar_LAC,0,3069-01-01T00:00:00Z,7
vehicledef_SCIMITAR,7,,20
vehicledef_JEdgar,2,,3
vehicledef_PLAINSMAN_SCOUT,0,3067-01-01T00:00:00Z,7
vehicledef_KARNOV_PERIPHERY,1,,7
vehicledef_SALADIN_ARMOR,2,,0
vehicledef_SALADIN,15,,44
vehicledef_HUNTER_LRM15,3,,17
vehicledef_PLAINSMAN,4,,10
vehicledef_PLAINSMAN_STREAK,0,3070-01-01T00:00:00Z,3
vehicledef_PEGASUS,5,,10
vehicledef_CYRANO_ML,0,3070-01-01T00:00:00Z,30
vehicledef_HUNTER_LRM10,3,,17
vehicledef_HUNTER,9,,23
vehicledef_GALLEON_GAL-102,8,,30
vehicledef_PLAINSMAN_SEALED,0,3075-01-01T00:00:00Z,3
vehicledef_SARACEN,13,,44
vehicledef_HUNTER_AMMO,2,,0
vehicledef_YELLOWJACKET,7,,27
vehicledef_YELLOWJACKET_AMMO,1,,3
Mediums,,,
vehicledef_VEDETTE_AC2,50,,0
vehicledef_VEDETTE,104,,101
vehicledef_HETZER_LASER,5,,4
vehicledef_BALLISTA,32,,22
vehicledef_HETZER_AC10,5,,4
vehicledef_HETZER_SCOUT,5,,4
vehicledef_VEDETTE_LBX,0,3068-01-01T00:00:00Z,286
vehicledef_GOBLIN,18,,0
vehicledef_HETZER,14,,4
vehicledef_CARRIER_LIGHTSRM,171,,174
vehicledef_GLADIUS,0,3067-01-01T00:00:00Z,62
vehicledef_VEDETTE_ULTRA,351,,101
vehicledef_HETZER_SRM,5,,4
vehicledef_CONDOR,45,,43
vehicledef_HETZER_LRM,5,,4
vehicledef_FALCON,23,,22
vehicledef_PROWLER_SEALED,5,,4
vehicledef_MAXIM_SRM4,14,,11
vehicledef_CARRIER_LIGHTTBOLT,0,3073-01-01T00:00:00Z,22
vehicledef_PROWLER,18,,18
vehicledef_MAXIM_SRM2,14,,11
vehicledef_MAXIM,23,,11
vehicledef_HETZER_LBX,0,3075-01-01T00:00:00Z,4
vehicledef_PROWLER_ECM,5,,4
vehicledef_PROWLER_SUPPORT,5,,4
vehicledef_MYRMIDON,32,,29
vehicledef_DRILLSON_SRM,14,,11
vehicledef_DRILLSON,14,,11
vehicledef_FULCRUM,32,,29
Heavies,,,
vehicledef_CARRIER_AC2,40,,29
vehicledef_CARRIER_LBX,20,,29
vehicledef_BULLDOG_AC2,10,,10
vehicledef_CARRIER_LASER,40,,39
vehicledef_THUMPER,50,,59
vehicledef_BULLDOG,20,,10
vehicledef_PIKE,20,,20
vehicledef_PO,30,,29
vehicledef_BULLDOG_LRM,10,,10
vehicledef_CARRIER_MRM,40,,59
vehicledef_CARRIER_SRM_3054,30,,49
vehicledef_CARRIER_LRM_3055,80,,127
vehicledef_CARRIER_SRM,100,,88
vehicledef_CARRIER_LRM,120,,88
vehicledef_CARRIER_SRM_C3,10,,20
vehicledef_ZHUKOV,40,,39
vehicledef_MANTICORE,220,,157
vehicledef_BRUTUS,40,,49
vehicledef_BRUTUS_PPC,10,,10
vehicledef_BRUTUS_LRM,20,,20
Assaults,,,
vehicledef_PARTISAN_AC2,10,,10
vehicledef_PARTISAN,51,,20
vehicledef_LONGTOM-LT-MOB-25F,10,,10
vehicledef_SCHREK_AC,20,,20
vehicledef_LONGTOM-LT-MOB-25,40,,49
vehicledef_DEMOLISHER_MG,61,,30
vehicledef_SCHREK,82,,60
vehicledef_ONTOS,0,3075-01-01T00:00:00Z,20
vehicledef_CARRIER_HEAVYLRM,61,,60
vehicledef_DEMOLISHER,276,,170
vehicledef_PARTISAN_LRM,10,,10
vehicledef_DEVASTATOR,31,,20
vehicledef_BEHEMOTH_FLAMER,10,,10
vehicledef_BEHEMOTH,51,,40
vehicledef_DEMOLISHER_MRM,0,3075-01-01T00:00:00Z,70
vehicledef_DEMOLISHER_ARROWIV,0,3067-01-01T00:00:00Z,100
vehicledef_RHINO_FLAMER,71,,80
vehicledef_RHINO_MG,71,,80
vehicledef_RHINO,153,,160
vehicledef_RHINO_SL,41,,40
