WolfInExileVehicles,,,,,
Collection:DiamondSharkVehicles,0,,0,,0
Collection:GhostBearVehicles,0,,0,,0
Collection:HellsHorsesVehicles,0,,0,,0
Collection:JadeFalconVehicles,59,,59,,59
Collection:NovaCatVehicles,0,,0,,0
Collection:SmokeJaguarVehicles,0,,0,,0
Collection:SnowRavenVehicles,0,,0,,0
Collection:SteelViperVehicles,0,,0,,0
Collection:WolfVehicles,12,,12,,12
Collection:SteinerVehicles,29,,29,,29
Dates,3057-01-01T00:00:00Z,,3060-01-01T00:00:00Z,,3067-01-01T00:00:00Z
Lights,,,,,
vehicledef_KESTREL_CLAN,29,,24,,24
vehicledef_MAULTIER,93,,86,,86
vehicledef_RIPPER_ROYAL,86,,86,,86
vehicledef_NIGHTSHADE,43,,42,,42
vehicledef_BADGER_C-E,0,,0,3061-01-01T00:00:00Z,1
vehicledef_BADGER_C-A,4,,3,,1
vehicledef_SHAMASH,14,,15,,16
vehicledef_BADGER_C-D,4,,3,,1
vehicledef_LIGHTNING,90,,80,,81
vehicledef_BADGER_C-H,0,,0,3061-01-01T00:00:00Z,1
vehicledef_BADGER_C-C,4,,3,,1
vehicledef_BADGER_C-B,4,,3,,1
vehicledef_ZORYA,90,,104,,106
vehicledef_ZORYA_AMMO,22,,27,,26
vehicledef_BADGER_C-PRIME,4,,3,,1
vehicledef_NIGHTSHADE_ROYAL,43,,42,,42
vehicledef_LIGHTNING_ROYAL,179,,160,,162
vehicledef_MITHRAS,39,,33,,24
vehicledef_ODIN,29,,33,,32
vehicledef_SVANTOVIT,14,,12,,14
vehicledef_ANHUR,39,,45,,46
vehicledef_SVANTOVIT_ORIGINAL,4,,3,,4
vehicledef_INDRA,18,,15,,16
vehicledef_DONAR,54,,65,,66
vehicledef_ASSHUR,18,,24,,24
vehicledef_ASSHUR_RECON,79,,92,,94
Mediums,,,,,
vehicledef_PROWLER,89,,81,,84
vehicledef_PROWLER_ECM,10,,24,,22
vehicledef_ZEPHYR_ROYAL,455,,419,,425
vehicledef_THOR_CLAN,99,,89,,95
vehicledef_BANDIT_C-E,0,,0,3061-01-01T00:00:00Z,4
vehicledef_BANDIT_C-PRIME,10,,8,,4
vehicledef_KU,50,,32,,33
vehicledef_BANDIT_C-D,10,,8,,4
vehicledef_BANDIT_C-A,10,,8,,4
vehicledef_MAXIM_CLAN,0,3058-01-01T00:00:00Z,65,,47
vehicledef_ARES,149,,121,,131
vehicledef_BANDIT_C-B,10,,8,,4
vehicledef_BANDIT_C-H,0,,0,3061-01-01T00:00:00Z,4
vehicledef_BANDIT_C-C,10,,8,,4
vehicledef_EPONA-B,0,3060-01-01T00:00:00Z,8,,7
vehicledef_EPONA-PRIME,0,3060-01-01T00:00:00Z,16,,18
vehicledef_HACHIMAN,99,,89,,95
vehicledef_EPONA-C,0,3060-01-01T00:00:00Z,8,,7
vehicledef_EPONA-A,0,3060-01-01T00:00:00Z,8,,11
Heavies,,,,,
vehicledef_PIKE_CLAN,131,,140,,140
vehicledef_DEMON,232,,200,,140
vehicledef_ORO,182,,200,,200
vehicledef_PATTON_ULTRA,0,,0,3061-01-01T00:00:00Z,100
vehicledef_ROMMEL_GAUSS,172,,220,,210
vehicledef_KOKOU,61,,70,,70
vehicledef_DEMON_ROYAL,162,,100,,70
vehicledef_ISHTAR,61,,70,,70
Assaults,,,,,
vehicledef_PARTISAN_AD,0,3059-01-01T00:00:00Z,60,,50
vehicledef_HUITZILOPOCHTLI,162,,90,,50
vehicledef_FURY_ROYAL,61,,50,,40
vehicledef_MORRIGU_LASER,0,,0,3067-01-01T00:00:00Z,10
vehicledef_DEMOLISHER_GAUSS,242,,50,,40
vehicledef_PUMA_PAT-005b,172,,160,,119
vehicledef_DEMOLISHER_CLAN,0,3058-01-01T00:00:00Z,150,,109
vehicledef_DEMOLISHER_II,0,,0,3061-01-01T00:00:00Z,40
vehicledef_RHINO_ROYAL,51,,40,,30
vehicledef_MORRIGU,0,,0,3067-01-01T00:00:00Z,30
vehicledef_STURMFEUR_HGAUSS,0,,0,3065-01-01T00:00:00Z,50
vehicledef_ALACORN_MK-VI,0,3058-01-01T00:00:00Z,130,,139
vehicledef_HEIMDALL-PRIME,0,,0,3062-01-01T00:00:00Z,30
vehicledef_MARS_ATM,0,,0,3064-01-01T00:00:00Z,50
vehicledef_MARS,313,,270,,149
vehicledef_HEIMDALL-A,0,,0,3062-01-01T00:00:00Z,50
vehicledef_HEIMDALL-B,0,,0,3067-01-01T00:00:00Z,20
