BanditCaste,,,,,,,
Salvage:DiamondShark,1,,4,,5,,5
Salvage:GhostBear,1,,4,,5,,5
Salvage:JadeFalcon,1,,4,,5,,5
Salvage:NovaCat,1,,4,,5,,5
Salvage:SmokeJaguar,1,,4,,5,,5
Salvage:SteelViper,1,,4,,5,,5
Salvage:Wolf,1,,4,,5,,5
Dates,3049-01-01T00:00:00Z,,3053-01-01T00:00:00Z,,3057-01-01T00:00:00Z,,3061-01-01T00:00:00Z
Lights,,,,,,,
mechdef_locust_LCT-1V,0,,0,,0,3060-01-01T00:00:00Z,348
mechdef_thorn_THE-N,250,,250,,250,,250
mechdef_koshi_mist_lynx-A,2,,2,,3,,5
mechdef_hussar_HSR-200-D,706,,706,,499,,706
mechdef_dasher_fire_moth-A,1,,1,,1,,1
mechdef_locust_LCT-1Vb,0,,0,,0,3060-01-01T00:00:00Z,57
mechdef_locust_LCT-1D,0,,0,,0,3060-01-01T00:00:00Z,155
mechdef_dasher_fire_moth-C,1,,1,,2,,3
mechdef_mongoose_MON-66,353,,353,,353,,353
mechdef_dasher_fire_moth-H,0,,0,,0,3060-01-01T00:00:00Z,1
mechdef_dasher_fire_moth-E,0,,0,3056-01-01T00:00:00Z,1,,1
mechdef_koshi_mist_lynx-D,1,,1,,1,,3
mechdef_koshi_mist_lynx-PRIME,6,,5,,8,,14
mechdef_hussar_HSR-200-Db,111,,111,,79,,111
mechdef_mongoose_MON-66b,44,,44,,44,,44
mechdef_locust_IIC-3,15,,14,,11,,19
mechdef_koshi_mist_lynx-H,0,,0,,0,3059-01-01T00:00:00Z,2
mechdef_koshi_mist_lynx-E,0,,0,3055-01-01T00:00:00Z,2,,5
mechdef_nighthawk_NTK-2Q,500,,500,,500,,500
mechdef_piranha-1,0,3051-01-01T00:00:00Z,61,,73,,69
mechdef_jenner_IIC,67,,61,,73,,110
mechdef_dasher_fire_moth-B,1,,1,,2,,3
mechdef_koshi_mist_lynx-P,0,,0,,0,3061-01-01T00:00:00Z,1
mechdef_hankyu_arctic_cheetah-B,0,,0,3056-01-01T00:00:00Z,1,,1
mechdef_hankyu_arctic_cheetah-D,0,,0,3056-01-01T00:00:00Z,1,,1
mechdef_uller_kit_fox-PRIME,2,,2,,2,,4
mechdef_uller_kit_fox-B,1,,1,,2,,3
mechdef_locust_IIC,84,,76,,65,,78
mechdef_hankyu_arctic_cheetah-A,1,,1,,1,,2
mechdef_uller_kit_fox-D,0,,0,3057-01-01T00:00:00Z,1,,1
mechdef_talon_TLN-5W,1000,,1000,,1000,,1000
mechdef_vixen_incubus-7,12,,11,,13,,21
mechdef_peregrine_horned_owl-2,19,,17,,21,,23
mechdef_koshi_mist_lynx-B,2,,2,,3,,5
mechdef_uller_kit_fox-H,0,,0,,0,3059-01-01T00:00:00Z,1
mechdef_dasher_fire_moth-PRIME,2,,2,,3,,4
mechdef_puma_adder-D,1,,1,,2,,4
mechdef_hankyu_arctic_cheetah-H,0,,0,,0,3062-01-01T00:00:00Z,1
mechdef_puma_adder-E,0,,0,,0,3060-01-01T00:00:00Z,2
mechdef_firefly_C,47,,43,,52,,69
mechdef_uller_kit_fox-A,1,,1,,1,,1
mechdef_koshi_mist_lynx-C,1,,1,,2,,4
mechdef_vixen_incubus-3,9,,8,,9,,15
mechdef_hankyu_arctic_cheetah-PRIME,1,,1,,1,,3
mechdef_uller_kit_fox-G,0,,0,3054-01-01T00:00:00Z,1,,1
