GrayDeathLegionVehicles,,,,,,,,,
Collection:DavionVehicles,0,,11,,7,,6,,6
Collection:KuritaVehicles,0,,11,,7,,6,,6
Collection:LiaoVehicles,0,,11,,7,,6,,6
Collection:MarikVehicles,0,,11,,7,,6,,6
Collection:SteinerVehicles,0,,11,,7,,6,,6
Salvage:GhostBearVehicles,0,,0,Jump:3050-01-01T00:00:00Z,4,,10,,18
Salvage:JadeFalconVehicles,0,,0,Jump:3050-01-01T00:00:00Z,4,,10,,18
Salvage:NovaCatVehicles,0,,0,Jump:3050-01-01T00:00:00Z,2,,6,,10
Salvage:SmokeJaguarVehicles,0,,0,Jump:3050-01-01T00:00:00Z,4,,8,,5
Salvage:SteelViperVehicles,0,,0,Jump:3050-01-01T00:00:00Z,2,,6,,10
Salvage:WolfVehicles,0,,0,Jump:3050-01-01T00:00:00Z,4,,10,,18
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3050-01-01T00:00:00Z,,3061-01-01T00:00:00Z,,3065-01-01T00:00:00Z
Lights,,,,,,,,,
vehicledef_TRUCK_Flatbed,13,,18,,22,,32,,32
vehicledef_SPRINT_TRANSPORT,0,,0,,0,3056-01-01T00:00:00Z,6,,9
vehicledef_SPRINT_C3,0,,0,,0,3057-01-01T00:00:00Z,7,,10
vehicledef_SPRINT,0,,0,,0,3055-01-01T00:00:00Z,36,,52
vehicledef_HOVERSCOUT,2,,3,,3,,5,,5
vehicledef_WINTERHAWK,0,,0,,0,3059-01-01T00:00:00Z,8,,8
vehicledef_APC_HeavyTracked,9,,12,,15,,21,,21
vehicledef_SPRINT_LASER,0,,0,,0,3056-01-01T00:00:00Z,10,,15
vehicledef_BLIZZARD_SRM,0,,0,,0,,0,3062-01-01T00:00:00Z,4
vehicledef_CENTIPEDE,0,,0,,0,3055-01-01T00:00:00Z,24,,35
vehicledef_BLIZZARD,0,,0,,0,3055-01-01T00:00:00Z,8,,8
vehicledef_WARRIOR_H-7A,3,,4,,5,,6,,6
vehicledef_PACKRAT_ICE,1,,1,,2,,1,,1
vehicledef_WARRIOR_H-7,4,,6,,8,,8,,8
vehicledef_SCORPION,18,,25,,22,,12,,12
vehicledef_GALLEON,9,,13,,13,,12,,12
vehicledef_SKULKER,4,,5,,6,,6,,6
vehicledef_PEGASUS_UA,1,,1,,1,,1,,1
vehicledef_MOBILEHQ,0,,0,,0,3060-01-01T00:00:00Z,1,,1
vehicledef_SCORPION_ML,5,,6,,6,,4,,4
vehicledef_PACKRAT_PKR-T5,3,,4,,11,,11,,11
vehicledef_PEREGRINE,9,,0,,0,,0,,0
vehicledef_GALLEON_GAL200,0,,0,3049-01-01T00:00:00Z,1,,3,,3
vehicledef_HARASSER_Mini-Peggy,0,,1,,1,,1,,1
vehicledef_HARASSER_FLAMER,1,,1,,2,,2,,2
vehicledef_SCORPION_SRM,9,,13,,11,,9,,9
vehicledef_SCORPION_MRM,0,,0,,0,3060-01-01T00:00:00Z,7,,16
vehicledef_BADGER-F,0,,0,,0,3058-01-01T00:00:00Z,3,,5
vehicledef_HARASSER,6,,10,,13,,13,,13
