OberonVehicles,,,,,,,,,
Salvage:SteinerVehicles,83,,63,Jump:3049-08-01T00:00:00Z,0,,0,,0
Salvage:ValkyrateVehicles,17,,38,Jump:3049-08-01T00:00:00Z,0,,0,,0
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3049-01-01T00:00:00Z,,3058-01-01T00:00:00Z,,3067-01-01T00:00:00Z
Lights,,,,,,,,,
vehicledef_APC_Hover,6,,5,,6,,6,,12
vehicledef_APC_Hover_MG,6,,5,,6,,6,,6
vehicledef_KARNOV,24,,22,,22,,23,,19
vehicledef_APC_Hover_SRM,6,,5,,6,,6,,12
vehicledef_APC_Tracked,71,,59,,61,,64,,80
vehicledef_KARNOV_3055,0,,0,,0,,0,3059-01-01T00:00:00Z,6
vehicledef_APC_Tracked_MG,6,,5,,6,,6,,12
vehicledef_APC_Wheeled,48,,43,,44,,47,,56
vehicledef_APC_Tracked_SRM,12,,11,,11,,12,,12
vehicledef_APC_Wheeled_MG,6,,5,,6,,6,,12
vehicledef_APC_Wheeled_SRM,6,,5,,6,,6,,12
vehicledef_APC_HeavyHover,18,,16,,17,,18,,19
vehicledef_APC_HeavyWheeled,24,,22,,22,,23,,31
vehicledef_HOVERSCOUT,6,,5,,6,,6,,12
vehicledef_APC_Hover_LRM,6,,5,,6,,6,,6
vehicledef_APC_Wheeled_LRM,6,,5,,6,,6,,6
vehicledef_APC_HeavyTracked,24,,22,,22,,23,,31
vehicledef_APC_Tracked_LRM,6,,5,,6,,6,,6
vehicledef_APC_HeavyWheeled_MG,12,,11,,11,,12,,12
vehicledef_APC_HeavyHover_MG,12,,5,,6,,6,,12
vehicledef_APC_HeavyTracked_MG,12,,11,,11,,12,,12
vehicledef_APC_HeavyWheeled_SRM,6,,5,,6,,6,,6
vehicledef_APC_HeavyWheeled_LRM,6,,5,,6,,6,,6
vehicledef_APC_HeavyTracked_SRM,6,,5,,6,,6,,6
vehicledef_APC_HeavyHover_SRM,6,,5,,6,,6,,6
vehicledef_APC_HeavyTracked_LRM,6,,5,,6,,6,,6
vehicledef_APC_HeavyHover_LRM,6,,5,,6,,6,,6
vehicledef_WARRIOR_H-7A,18,,16,,17,,12,,6
vehicledef_PACKRAT_ICE,6,,11,,17,,18,,6
vehicledef_WARRIOR_H-7,24,,22,,22,,18,,12
vehicledef_SCORPION,101,,81,,61,,47,,19
vehicledef_GALLEON_GAL-100,24,,27,,39,,29,,19
vehicledef_SCORPION_ML,24,,22,,17,,12,,12
vehicledef_PACKRAT_PKR-T5,6,,11,,28,,29,,6
vehicledef_GALLEON_GAL-200,6,,5,,6,,12,,12
vehicledef_SCORPION_SRM,48,,43,,28,,23,,25
vehicledef_SCORPION_MRM,0,,0,,0,,0,3060-01-01T00:00:00Z,12
vehicledef_HARASSER,24,,22,,28,,29,,19
vehicledef_WARRIOR_H-8,0,,0,,0,3055-01-01T00:00:00Z,6,,31
vehicledef_SCORPION_LRM,24,,22,,17,,12,,12
vehicledef_JEdgar_ICE,24,,22,,22,,23,,6
vehicledef_WARRIOR_H-7C,6,,5,,6,,6,,6
vehicledef_SCIMITAR,48,,81,,83,,88,,31
vehicledef_JEdgar,12,,5,,6,,6,,6
vehicledef_PLAINSMAN_SCOUT,0,,0,,0,,0,3067-01-01T00:00:00Z,6
vehicledef_KARNOV_PERIPHERY,0,,0,,0,,0,3064-01-01T00:00:00Z,6
vehicledef_SALADIN_ARMOR,18,,16,,17,,12,,0
vehicledef_SALADIN,77,,103,,106,,111,,111
vehicledef_HUNTER_LRM15,6,,5,,6,,6,,12
vehicledef_PLAINSMAN,0,3039-01-01T00:00:00Z,11,,11,,12,,6
vehicledef_PEGASUS,71,,43,,28,,23,,12
vehicledef_HUNTER_LRM10,6,,5,,6,,6,,12
vehicledef_HUNTER,24,,27,,28,,29,,31
vehicledef_GALLEON_GAL-102,0,,0,,0,3055-01-01T00:00:00Z,6,,25
vehicledef_SARACEN,48,,81,,83,,88,,80
vehicledef_HUNTER_AMMO,6,,5,,6,,6,,0
vehicledef_YELLOWJACKET,0,,0,,0,,0,3059-01-01T00:00:00Z,25
vehicledef_YELLOWJACKET_AMMO,0,,0,,0,,0,3059-01-01T00:00:00Z,6
Mediums,,,,,,,,,
vehicledef_VEDETTE_AC2,139,,136,,140,,173,,184
vehicledef_VEDETTE,396,,379,,400,,345,,360
vehicledef_HETZER_LASER,10,,10,,10,,7,,7
vehicledef_BALLISTA,69,,68,,50,,43,,37
vehicledef_HETZER_AC10,10,,10,,10,,7,,7
vehicledef_GOBLIN,50,,49,,50,,36,,0
vehicledef_HETZER,69,,58,,40,,36,,15
vehicledef_CARRIER_LIGHTSRM,0,,0,,0,3058-01-01T00:00:00Z,36,,66
vehicledef_GLADIUS,0,,0,,0,,0,3067-01-01T00:00:00Z,37
vehicledef_HETZER_SRM,10,,10,,10,,7,,7
vehicledef_CONDOR,50,,49,,50,,43,,51
vehicledef_HETZER_LRM,10,,10,,10,,7,,7
vehicledef_FALCON,20,,19,,20,,22,,22
vehicledef_PROWLER_SEALED,20,,19,,10,,7,,7
vehicledef_MAXIM_SRM4,10,,10,,10,,14,,15
vehicledef_HAWK_LTV-4,30,,29,,30,,36,,0
vehicledef_PROWLER,0,,0,3049-01-01T00:00:00Z,10,,14,,22
vehicledef_MAXIM_SRM2,10,,10,,10,,14,,15
vehicledef_MAXIM,79,,68,,80,,65,,22
vehicledef_PROWLER_ECM,0,,0,,0,3050-01-01T00:00:00Z,7,,7
vehicledef_PROWLER_SUPPORT,20,,19,,10,,7,,7
vehicledef_MYRMIDON,0,,0,,0,,0,3060-01-01T00:00:00Z,37
vehicledef_DRILLSON_SRM,0,3039-01-01T00:00:00Z,10,,10,,14,,15
vehicledef_DRILLSON,0,3039-01-01T00:00:00Z,39,,40,,36,,15
vehicledef_FULCRUM,0,,0,,0,3058-01-01T00:00:00Z,22,,37
Heavies,,,,,,,,,
vehicledef_CARRIER_AC2,41,,41,,43,,50,,30
vehicledef_CARRIER_LBX,0,,0,,0,,0,3062-01-01T00:00:00Z,20
vehicledef_BULLDOG_AC2,30,,24,,17,,20,,10
vehicledef_CARRIER_LASER,30,,24,,26,,30,,40
vehicledef_THUMPER,166,,163,,122,,70,,50
vehicledef_BULLDOG,59,,57,,43,,50,,20
vehicledef_PIKE,41,,41,,43,,50,,20
vehicledef_PO,0,,0,3049-01-01T00:00:00Z,17,,20,,30
vehicledef_BULLDOG_LRM,30,,24,,17,,20,,10
vehicledef_CARRIER_MRM,0,,0,,0,,0,3062-01-01T00:00:00Z,69
vehicledef_CARRIER_SRM_3054,0,,0,,0,3055-01-01T00:00:00Z,20,,30
vehicledef_CARRIER_LRM_3055,0,,0,,0,3058-01-01T00:00:00Z,40,,89
vehicledef_CARRIER_SRM,166,,163,,174,,110,,99
vehicledef_CARRIER_LRM,166,,163,,174,,150,,119
vehicledef_CARRIER_SRM_C3,0,,0,,0,,0,3065-01-01T00:00:00Z,20
vehicledef_ZHUKOV,0,3030-01-01T00:00:00Z,24,,26,,30,,40
vehicledef_MANTICORE,237,,228,,243,,260,,208
vehicledef_BRUTUS,12,,16,,17,,30,,30
vehicledef_BRUTUS_PPC,6,,8,,9,,10,,10
vehicledef_BRUTUS_LRM,6,,8,,9,,10,,10
Assaults,,,,,,,,,
vehicledef_PARTISAN_AC2,30,,30,,29,,30,,10
vehicledef_PARTISAN,192,,158,,159,,149,,40
vehicledef_LONGTOM-LT-MOB-25F,0,,0,,0,,0,3059-01-01T00:00:00Z,10
vehicledef_SCHREK_AC,30,,30,,24,,30,,20
vehicledef_LONGTOM-LT-MOB-25,12,,16,,17,,30,,40
vehicledef_DEMOLISHER_MG,40,,50,,47,,40,,59
vehicledef_SCHREK,20,,40,,53,,69,,89
vehicledef_CARRIER_HEAVYLRM,0,,0,,0,3058-01-01T00:00:00Z,40,,59
vehicledef_DEMOLISHER,223,,267,,253,,237,,278
vehicledef_PARTISAN_LRM,30,,30,,29,,30,,10
vehicledef_DEVASTATOR,71,,79,,76,,50,,30
vehicledef_BEHEMOTH_FLAMER,0,,0,3049-01-01T00:00:00Z,6,,10,,10
vehicledef_BEHEMOTH,0,,0,3049-01-01T00:00:00Z,24,,40,,50
vehicledef_RHINO_FLAMER,81,,69,,65,,59,,79
vehicledef_RHINO_MG,81,,69,,65,,59,,79
vehicledef_RHINO,162,,139,,135,,129,,149
