FroncReachesVehicles,,,,,
Collection:LiaoVehicles,0,,0,Jump:3067-01-01T00:00:00Z,10
Collection:MagistracyOfCanopusVehicles,0,,0,Jump:3067-01-01T00:00:00Z,40
,,,,,
Dates,3060-01-01T00:00:00Z,,3064-01-01T00:00:00Z,,3068-01-01T00:00:00Z
Lights,,,,,
vehicledef_TRUCK_Flatbed,21,,21,,1000
vehicledef_FERRET,5,,5,,176
vehicledef_APC_Hover_SRM,1,,1,,37
vehicledef_APC_Tracked_SRM,1,,1,,37
vehicledef_APC_Wheeled_SRM,1,,1,,37
vehicledef_HOVERSCOUT,3,,3,,141
vehicledef_APC_Hover_LRM,1,,1,,37
vehicledef_APC_Wheeled_LRM,1,,1,,37
vehicledef_APC_HeavyTracked,6,,6,,304
vehicledef_APC_Tracked_LRM,1,,1,,37
vehicledef_KARNOV_ARTILLERY,1,,1,,37
vehicledef_APC_HeavyWheeled_SRM,1,,1,,48
vehicledef_APC_HeavyWheeled_LRM,1,,1,,34
vehicledef_APC_HeavyTracked_SRM,1,,1,,48
vehicledef_APC_HeavyHover_SRM,1,,1,,31
vehicledef_APC_HeavyTracked_LRM,1,,1,,34
vehicledef_APC_HeavyHover_LRM,1,,1,,22
vehicledef_WARRIOR_H-7A,4,,4,,74
vehicledef_PACKRAT_ICE,3,,3,,56
vehicledef_WARRIOR_H-7,5,,5,,105
vehicledef_SCORPION,8,,8,,209
vehicledef_GALLEON_GAL-100,9,,9,,199
vehicledef_SKULKER,2,,2,,0
vehicledef_SCORPION_ML,3,,3,,148
vehicledef_PACKRAT_PKR-T5,7,,7,,113
vehicledef_GALLEON_GAL-200,3,,3,,99
vehicledef_SCORPION_SRM,6,,6,,296
vehicledef_SCORPION_MRM,0,,0,3068-01-01T00:00:00Z,1
vehicledef_HARASSER,10,,10,,124
vehicledef_WARRIOR_H-8,0,,0,3068-01-01T00:00:00Z,2
vehicledef_SCORPION_LRM,3,,3,,148
vehicledef_JEdgar_ICE,4,,4,,88
vehicledef_WARRIOR_H-7C,2,,2,,52
vehicledef_SCIMITAR,15,,15,,124
