Arc-RoyalDC,,,,,,,
Collection:Arc-RoyalDCA,350,,350,,350,,350
Salvage:JadeFalcon,35,,35,,55,,65
Salvage:Steiner,15,,30,,30,,30
Dates,3058-01-01T00:00:00Z,,3061-01-01T00:00:00Z,,3064-01-01T00:00:00Z,,3067-01-01T00:00:00Z
Lights,,,,,,,
mechdef_stinger_STG-3R,44,,101,,130,,70
mechdef_wasp_WSP-1A,33,,68,,88,,45
mechdef_fireball_ALM-7D,3,,14,,17,,15
mechdef_wasp_WSP-3M,7,,11,,13,,10
mechdef_wasp_WSP-1S,10,,31,,37,,28
mechdef_locust_LCT-1V,11,,22,,28,,33
mechdef_stinger_STG-5M,10,,32,,39,,22
mechdef_dart_DRT-3S,8,,16,,19,,16
mechdef_locust_LCT-3D,5,,5,,6,,5
mechdef_locust_LCT-1S,16,,31,,39,,23
mechdef_commando_COM-1A,0,,0,,0,3067-01-01T00:00:00Z,20
mechdef_hornet_HNT-152,1,,3,,3,,2
mechdef_locust_LCT-3S,7,,28,,34,,21
mechdef_ostscout_OTT-7K,0,,0,,0,3067-01-01T00:00:00Z,6
mechdef_hornet_HNT-151,2,,8,,10,,4
mechdef_locust_LCT-3V,6,,15,,20,,23
mechdef_stinger_STG-3G,22,,51,,65,,35
mechdef_urbanmech_UM-R60,4,,13,,17,,8
mechdef_flea_FLE-17,0,3060-01-01T00:00:00Z,5,,5,,1
mechdef_locust_LCT-3M,3,,10,,12,,10
mechdef_fireball_ALM-9D,1,,5,,6,,8
mechdef_hornet_HNT-171,1,,2,,3,,3
mechdef_commando_COM-3A,5,,21,,27,,20
mechdef_urbanmech_UM-R63,1,,1,,1,,1
mechdef_commando_COM-2D,19,,60,,77,,39
mechdef_locust_LCT-1E,8,,22,,28,,23
mechdef_commando_COM-5S,8,,27,,33,,24
mechdef_commando_COM-1D,2,,0,,0,,0
mechdef_fireball_ALM-8D,2,,10,,12,,15
mechdef_urbanmech_UM-R69,0,,0,3063-01-01T00:00:00Z,3,,3
mechdef_javelin_JVN-10P,1,,10,,12,,8
