itemCollection_factory_Solaris3068,,,
mechdef_jackal_JA-KL-55,Mech,0,1
mechdef_mantis_MTS-S,Mech,1,1
mechdef_mantis_MTS-T,Mech,1,1
mechdef_mantis_MTS-T2,Mech,1,1
mechdef_mantis_MTS-T3,Mech,1,1
mechdef_valiant_V4-LNT-K7,Mech,0,1
mechdef_volkh_VKH-7,Mech,1,1
mechdef_bombard_BMB-010,Mech,1,1
mechdef_bombard_BMB-013,Mech,1,1
mechdef_lynx_LNX-9C,Mech,0,1
mechdef_lynx_LNX-9R,Mech,0,1
mechdef_maelstrom_MTR-5K,Mech,0,1
mechdef_maelstrom_MTR-6K,Mech,0,1
mechdef_juggernaut_JG-R9T1,Mech,1,1
mechdef_juggernaut_JG-R9T2,Mech,1,1
mechdef_juggernaut_JG-R9T3,Mech,1,1
mechdef_nightstar_NSR-9FC,Mech,0,1
mechdef_nightstar_NSR-9SS,Mech,0,1
mechdef_greatturtle_GTR-1,Mech,1,1
