IvesVehiclesNC,,,,,
,,,,,
Salvage:DavionVehiclesNC,50,,50,,50
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3057-01-01T00:00:00Z
Lights,,,,,
vehicledef_SKULKER,32,,53,,53
vehicledef_APC_Wheeled,80,,80,,80
vehicledef_APC_Wheeled_LRM,20,,20,,20
vehicledef_APC_Wheeled_MG,40,,40,,40
vehicledef_APC_Wheeled_SRM,40,,40,,40
vehicledef_APC_HeavyWheeled,80,,80,,80
vehicledef_APC_HeavyWheeled_LRM,20,,20,,20
vehicledef_APC_HeavyWheeled_MG,40,,40,,40
vehicledef_APC_HeavyWheeled_SRM,40,,40,,40
vehicledef_HeavyTransport_B1,80,,80,,80
vehicledef_J-27,60,,60,,60
vehicledef_J-27_ARMOR,20,,20,,20
vehicledef_J-27_FUSION,3,,3,,3
vehicledef_J-27_MG,7,,7,,7
vehicledef_MASHTruck-L,20,,20,,20
vehicledef_MASHTruck-UA,40,,40,,40
vehicledef_MASHTruck,40,,40,,40
vehicledef_MOBILEHQ,40,,40,,40
vehicledef_MOBILEHQ-ICE,20,,20,,20
vehicledef_MOBILEHQ-ICE_LL,7,,7,,7
vehicledef_MOBILEHQ-ICE_LRM,20,,20,,20
vehicledef_MOBILEHQ_LL,20,,20,,20
vehicledef_MOBILEHQ_LRM,40,,40,,40
vehicledef_PACKRAT_ICE,7,,7,,7
vehicledef_PACKRAT_PKR-T5,29,,29,,29
vehicledef_PACKRAT_SRM2,19,,19,,19
vehicledef_PEGASUS_UA,16,,15,,15
vehicledef_SWIFTWIND,20,,20,,20
vehicledef_SWIFTWIND_Cargo,20,,20,,20
vehicledef_SWIFTWIND_ICE,20,,20,,20
vehicledef_SWIFTWIND_Speed,7,,7,,7
Mediums,,,,,
vehicledef_APC_Maxim_SRM4,10,,10,,10
vehicledef_APC_Maxim_SRM2,10,,10,,10
vehicledef_APC_Maxim,82,,82,,82
vehicledef_APC_Alsvin,0,,0,3048-01-01T00:00:00Z,7
vehicledef_APC_Sleipnir,80,,80,,80
vehicledef_APC_Sleipnir_LRM,20,,20,,20
vehicledef_APC_Sleipnir_ML,20,,20,,20
vehicledef_APC_Sleipnir_SRM,40,,40,,40
vehicledef_APC_Turhan,40,,40,,40
Heavies,,,,,
vehicledef_APC_Arvakr,0,,0,3048-01-01T00:00:00Z,7
vehicledef_APC_Vargr,80,,80,,80
vehicledef_APC_Vargr_LL,20,,20,,20
vehicledef_APC_Vargr_LRM,20,,20,,20
vehicledef_APC_Vargr_SRM,40,,40,,40
vehicledef_LONGTOM-LT-MOB-25,20,,20,,20
vehicledef_MARKSMAN,7,,7,,7
Assaults,,,,,
vehicledef_LONGTOM-LT-MOB-25,80,,80,,80
