DavionVehicles,,,,,
,,,,,
,,,,,
Salvage:KuritaVehicles,25,,25,,25
Salvage:LiaoVehicles,25,,45,,45
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z,,3057-01-01T00:00:00Z
Lights,,,,,
vehicledef_FERRET,78,,68,,68
vehicledef_FERRET_ARMOR,19,,17,,17
vehicledef_DARTER,45,,40,,40
vehicledef_GALLEON,26,,23,,23
vehicledef_SAVANNAHMASTER,0,3025-01-01T00:00:00Z,38,,38
vehicledef_KARNOV,13,,11,,11
vehicledef_WARRIOR_H-7A,13,,11,,11
vehicledef_WARRIOR_H-7,26,,23,,23
vehicledef_SCORPION,129,,114,,111
vehicledef_SKULKER,26,,23,,23
vehicledef_SCORPION_ML,13,,11,,11
vehicledef_HARASSER_LASER,10,,9,,9
vehicledef_PACKRAT_PKR-T5,65,,57,,57
vehicledef_SCORPION_SRM,39,,34,,34
vehicledef_HARASSER_LRM,9,,8,,8
vehicledef_HARASSER,26,,23,,23
vehicledef_PLAINSMAN,0,3030-01-01T00:00:00Z,23,,23
vehicledef_SCORPION_LRM,13,,11,,11
vehicledef_JEdgar_ICE,5,,5,,5
vehicledef_JEdgar_Flamer,3,,2,,2
vehicledef_WARRIOR_H-7C,6,,6,,6
vehicledef_JEdgar_MG,3,,2,,2
vehicledef_PEREGRINE,26,,23,,23
vehicledef_SCIMITAR,45,,40,,40
vehicledef_JEdgar,16,,14,,14
vehicledef_STRIKER,47,,67,,64
vehicledef_STRIKER_SRM,9,,9,,9
vehicledef_SALADIN,45,,40,,40
vehicledef_HUNTER_LRM15,6,,6,,6
vehicledef_STRIKER_LRM,9,,9,,9
vehicledef_PEGASUS,91,,80,,80
vehicledef_HUNTER_LRM10,6,,6,,6
vehicledef_HUNTER,32,,29,,29
vehicledef_SARACEN,45,,40,,40
vehicledef_PEGASUS_MG,3,,3,,3
vehicledef_PEGASUS_MISSILE,3,,3,,3
vehicledef_ROTUNDA,0,3026-01-01T00:00:00Z,3,,3
vehicledef_SAVANNAHMASTER_SL,0,3033-01-01T00:00:00Z,2,,2
vehicledef_SCORPION_MKII,0,,0,3048-01-01T00:00:00Z,3
vehicledef_STRIKER_Narc,0,,0,3053-01-01T00:00:00Z,3
Mediums,,,,,
vehicledef_VEDETTE_AC2,50,,44,,44
vehicledef_VEDETTE,450,,397,,397
vehicledef_HETZER_LASER,6,,5,,5
vehicledef_GOBLIN_MG,40,,36,,36
vehicledef_GOBLIN,120,,107,,107
vehicledef_HETZER,49,,43,,40
vehicledef_CONDOR_DAVION,50,,44,,44
vehicledef_HETZER_SRM,6,,5,,5
vehicledef_CONDOR,19,,15,,15
vehicledef_GOBLIN_LRM,40,,36,,36
vehicledef_HETZER_LRM,6,,5,,5
vehicledef_MAXIM_SRM4,8,,7,,7
vehicledef_PROWLER_SW,40,,36,,36
vehicledef_MAXIM_SRM2,8,,7,,7
vehicledef_MAXIM,54,,48,,48
vehicledef_DRILLSON_SRM,0,3028-01-01T00:00:00Z,18,,18
vehicledef_DRILLSON,0,3025-01-01T00:00:00Z,71,,71
vehicledef_BANDIT,1,,1,,1
vehicledef_BANDIT_A,1,,1,,1
vehicledef_BANDIT_B,1,,1,,1
