IvesLocals,,,
Salvage:DavionLocals,50,,50
,,,
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z
Lights,,,
mechdef_wasp_WSP-1L,46,,46
mechdef_stinger_STG-3R,152,,152
mechdef_wasp_WSP-1A,231,,231
mechdef_locust_LCT-1V,92,,92
mechdef_urbanmech_UM-R60L,8,,8
mechdef_locust_LCT-3V,8,,8
mechdef_stinger_STG-3G,46,,46
mechdef_urbanmech_UM-R60,87,,87
mechdef_locust_LCT-1E,74,,74
mechdef_javelin_JVN-10N,23,,23
mechdef_ostscout_OTT-7J,23,,23
mechdef_hermes_HER-1A,8,,8
mechdef_falcon_FLC-4N,5,,5
mechdef_spider_SDR-5V,32,,32
mechdef_raven_RVN-1X,13,,13
mechdef_hermes_HER-1B,5,,5
mechdef_firestarter_FS9-H,74,,74
mechdef_mongoose_MON-67,8,,8
mechdef_firestarter_FS9-K,5,,5
mechdef_javelin_JVN-10F,5,,5
mechdef_urbanmech_UM-R90,5,,5
Mediums,,,
mechdef_clint_CLNT-2-4T,5,,5
mechdef_cicada_CDA-2B,5,,5
mechdef_vulcan_VL-2T,23,,23
mechdef_cicada_CDA-2A,23,,23
mechdef_clint_CLNT-1-2R,5,,5
mechdef_clint_CLNT-2-3T,8,,8
mechdef_cicada_CDA-3C,5,,5
mechdef_vulcan_VL-5T,5,,5
mechdef_centurion_CN9-A,8,,8
mechdef_blackjack_BJ-1,72,,72
mechdef_vindicator_VND-1AA,8,,8
mechdef_whitworth_WTH-1,13,,13
mechdef_trebuchet_TBT-5S,5,,5
mechdef_wyvern_WVE-6N,8,,8
mechdef_vindicator_VND-1X,5,,5
mechdef_scorpion_SCP-1N,23,,23
mechdef_vindicator_VND-1R,225,,202
mechdef_phoenixhawk_PXH-1,149,,149
mechdef_hunchback_HBK-4G,45,,45
mechdef_hunchback_HBK-4SP,5,,5
mechdef_shadowhawk_SHD-2H,72,,72
mechdef_hunchback_HBK-4H,5,,5
mechdef_hunchback_HBK-4N,5,,5
mechdef_wolverine_WVR-6R,72,,72
mechdef_hunchback_HBK-4P,5,,5
mechdef_crab_CRB-20,8,,8
mechdef_hunchback_HBK-4J,5,,5
mechdef_dervish_DV-6M,23,,23
mechdef_trebuchet_TBT-5N,32,,32
mechdef_griffin_GRF-1N,68,,68
mechdef_gladiator_GLD-3R,5,,5
mechdef_gladiator_GLD-4R,5,,5
mechdef_vindicator_VND-1SIC,0,3031-11-01T00:00:00Z,23
mechdef_kyudo_KY2-D-01,5,,5
mechdef_rifleman_RFL-2N,90,,90
Heavies,,,
mechdef_jagermech_JM6-S,42,,42
mechdef_rifleman_RFL-3N,138,,138
mechdef_champion_CHP-2N,21,,21
mechdef_quickdraw_QKD-4G,12,,12
mechdef_quickdraw_QKD-5A,4,,4
mechdef_merlin_MLN-1A,4,,4
mechdef_ostroc_OSR-2C,30,,30
mechdef_ostroc_OSR-2L,4,,4
mechdef_quickdraw_QKD-4H,4,,4
mechdef_ostsol_OTL-4D,67,,67
mechdef_catapult_CPLT-A1,4,,4
mechdef_ostroc_OSR-3C,4,,4
mechdef_crusader_CRD-3L,30,,30
mechdef_orion_ON1-V,4,,4
mechdef_warhammer_WHM-6R,67,,67
mechdef_warhammer_WHM-6L,21,,21
mechdef_cataphract_CTF-1X,12,,12
mechdef_crusader_CRD-3R,84,,84
mechdef_orion_ON1-VA,4,,4
mechdef_thunderbolt_TDR-5S,139,,139
mechdef_bombardier_BMB-10D,8,,8
mechdef_cataphract_CTF-2X,8,,8
mechdef_catapult_CPLT-C4,4,,4
mechdef_marauder_MAD-3R,21,,21
mechdef_marauder_MAD-3L,12,,12
mechdef_guillotine_GLT-4P,4,,4
mechdef_catapult_CPLT-C1,42,,42
mechdef_guillotine_GLT-4L,21,,21
mechdef_grasshopper_GHR-5H,30,,30
mechdef_orion_ON1-K,30,,30
mechdef_stalker_STK-4P,8,,8
mechdef_archer_ARC-2R,67,,67
mechdef_grasshopper_GHR-4R,3,,3
Assaults,,,
mechdef_charger_CGR-1L,37,,37
mechdef_victor_VTR-9A,10,,10
mechdef_victor_VTR-9A1,10,,10
mechdef_cyclops_CP-10-Z,37,,37
mechdef_longbow_LGB-0W,54,,54
mechdef_victor_VTR-9B,267,,267
mechdef_banshee_BNC-3E,86,,86
mechdef_charger_CGR-1A5,5,,5
mechdef_awesome_AWS-8R,5,,5
mechdef_striker_STC-2C,54,,54
mechdef_awesome_AWS-8V,5,,5
mechdef_battlemaster_BLR-1G,54,,54
mechdef_stalker_STK-4N,5,,5
mechdef_stalker_STK-3F,86,,86
mechdef_cyclops_CP-10-Q,10,,10
mechdef_awesome_AWS-8T,5,,5
mechdef_awesome_AWS-8Q,86,,86
mechdef_longbow_LGB-7Q,15,,15
mechdef_stalker_STK-3H,5,,5
mechdef_atlas_AS7-A,10,,10
mechdef_highlander_HGN-733,54,,54
mechdef_kingcrab_KGC-0000,10,,10
mechdef_highlander_HGN-733C,10,,10
mechdef_highlander_HGN-733P,10,,10
mechdef_atlas_AS7-D,15,,15
mechdef_cyclops_CP-10-HQ,5,,5
mechdef_pillager_PLG-1N,5,,5
