TaurianConcordatVehicles,,,
,,,
,,,
Salvage:DavionVehicles,50,,50
,,,
,,,
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z
Lights,,,
vehicledef_FERRET,26,,35
vehicledef_FERRET_ARMOR,9,,14
vehicledef_GALLEON,34,,28
vehicledef_MAULTIER,34,,50
vehicledef_KARNOV,17,,14
vehicledef_WARRIOR_H-7A,17,,14
vehicledef_WARRIOR_H-7,34,,28
vehicledef_SCORPION,172,,139
vehicledef_SKULKER,17,,14
vehicledef_SCORPION_ML,17,,14
vehicledef_HARASSER_LASER,14,,11
vehicledef_PACKRAT_PKR-T5,26,,21
vehicledef_SCORPION_SRM,52,,42
vehicledef_HARASSER_LRM,12,,10
vehicledef_HARASSER,34,,28
vehicledef_PLAINSMAN,0,3030-01-01T00:00:00Z,69
vehicledef_SCORPION_LRM,17,,14
vehicledef_JEdgar_ICE,7,,6
vehicledef_JEdgar_Flamer,3,,3
vehicledef_WARRIOR_H-7C,9,,7
vehicledef_JEdgar_MG,3,,3
vehicledef_PEREGRINE,34,,28
vehicledef_SCIMITAR,34,,49
vehicledef_JEdgar,21,,17
vehicledef_STRIKER,19,,15
vehicledef_STRIKER_SRM,3,,3
vehicledef_SALADIN,86,,69
vehicledef_HUNTER_LRM15,3,,7
vehicledef_STRIKER_LRM,3,,3
vehicledef_PEGASUS,121,,96
vehicledef_HUNTER_LRM10,3,,7
vehicledef_HUNTER,27,,35
vehicledef_SARACEN,34,,49
vehicledef_PEGASUS_MG,4,,4
vehicledef_PEGASUS_MISSILE,4,,4
vehicledef_ROTUNDA,0,3026-01-01T00:00:00Z,3
Mediums,,,
vehicledef_VEDETTE_AC2,59,,55
vehicledef_VEDETTE,532,,497
vehicledef_HETZER_LASER,12,,11
vehicledef_GOBLIN,36,,33
vehicledef_HETZER,133,,119
vehicledef_HETZER_SRM,12,,11
vehicledef_CONDOR,36,,33
vehicledef_HETZER_LRM,12,,11
vehicledef_MAXIM_SRM4,10,,9
vehicledef_PROWLER_SW,24,,44
vehicledef_MAXIM_SRM2,10,,9
vehicledef_MAXIM,64,,60
vehicledef_DRILLSON_SRM,0,3028-01-01T00:00:00Z,9
vehicledef_DRILLSON,0,3025-01-01T00:00:00Z,35
vehicledef_HETZER_AC10,7,,7
vehicledef_HETZER_SCOUT,3,,7
vehicledef_HOVERTANK_LTV-4,3,,3
Heavies,,,
vehicledef_CARRIER_AC2,27,,27
vehicledef_BULLDOG_AC2,46,,46
vehicledef_CARRIER_LASER,37,,37
vehicledef_BULLDOG,183,,183
vehicledef_PIKE,31,,31
vehicledef_PIKE_AC5,5,,5
vehicledef_BULLDOG_LRM,46,,46
vehicledef_CARRIER_SRM,179,,179
vehicledef_CARRIER_LRM,183,,183
vehicledef_MANTICORE,182,,182
vehicledef_VONLUCKNER_VNL-K65N,27,,27
vehicledef_CARRIER_Inferno,4,,4
vehicledef_GALLANT,3,,3
vehicledef_MERKAVA_VIII,3,,3
Assaults,,,
vehicledef_PARTISAN_AC2,17,,17
vehicledef_PARTISAN,162,,160
vehicledef_SCHREK_AC,17,,17
vehicledef_SCHREK,92,,91
vehicledef_DEMOLISHER,272,,269
vehicledef_PARTISAN_LRM,17,,17
vehicledef_DEVASTATOR,56,,55
vehicledef_BEHEMOTH,195,,193
vehicledef_RHINO_FLAMER,11,,11
vehicledef_RHINO_MG,11,,11
vehicledef_RHINO,84,,83
vehicledef_RHINO_SL,6,,6
vehicledef_DEMOLISHER_MG,7,,7
vehicledef_SCHREK_MG,3,,3
