MagistracyOfCanopusVehicles,,,
,,,
,,,
Salvage:LiaoVehicles,0,,50
Salvage:MarikVehicles,50,,10
,,,
Dates,3025-01-01T00:00:00Z,,3039-01-01T00:00:00Z
Lights,,,
vehicledef_FERRET,27,,39
vehicledef_FERRET_ARMOR,9,,16
vehicledef_GALLEON,35,,32
vehicledef_KARNOV,18,,16
vehicledef_WARRIOR_H-7A,18,,16
vehicledef_WARRIOR_H-7,35,,32
vehicledef_SCORPION,177,,158
vehicledef_SKULKER,18,,16
vehicledef_SCORPION_ML,18,,16
vehicledef_HARASSER_LASER,14,,13
vehicledef_PACKRAT_PKR-T5,27,,24
vehicledef_SCORPION_SRM,53,,47
vehicledef_HARASSER_LRM,12,,11
vehicledef_HARASSER,35,,32
vehicledef_SCORPION_LRM,18,,16
vehicledef_JEdgar_ICE,7,,6
vehicledef_JEdgar_Flamer,4,,3
vehicledef_WARRIOR_H-7C,9,,8
vehicledef_JEdgar_MG,4,,3
vehicledef_PEREGRINE,35,,32
vehicledef_SCIMITAR,35,,55
vehicledef_JEdgar,21,,19
vehicledef_STRIKER,20,,17
vehicledef_STRIKER_SRM,4,,3
vehicledef_SALADIN,89,,79
vehicledef_HUNTER_LRM15,4,,8
vehicledef_STRIKER_LRM,4,,3
vehicledef_PEGASUS,125,,110
vehicledef_HUNTER_LRM10,4,,8
vehicledef_HUNTER,28,,39
vehicledef_SARACEN,35,,55
vehicledef_PEGASUS_MG,4,,4
vehicledef_PEGASUS_MISSILE,4,,4
vehicledef_ROTUNDA,0,3026-01-01T00:00:00Z,3
Mediums,,,
vehicledef_VEDETTE_AC2,59,,55
vehicledef_VEDETTE,532,,490
vehicledef_HETZER_LASER,12,,11
vehicledef_GOBLIN,36,,33
vehicledef_HETZER,133,,117
vehicledef_HETZER_SRM,12,,11
vehicledef_CONDOR,36,,33
vehicledef_HETZER_LRM,12,,11
vehicledef_MAXIM_SRM4,10,,9
vehicledef_PROWLER_SW,24,,44
vehicledef_MAXIM_SRM2,10,,9
vehicledef_MAXIM,64,,59
vehicledef_DRILLSON_SRM,0,3028-01-01T00:00:00Z,9
vehicledef_DRILLSON,0,3025-01-01T00:00:00Z,35
vehicledef_HETZER_AC10,7,,7
vehicledef_HETZER_SCOUT,3,,7
vehicledef_HOVERTANK_LTV-4,3,,3
Heavies,,,
vehicledef_CARRIER_AC2,25,,25
vehicledef_BULLDOG_AC2,41,,41
vehicledef_CARRIER_LASER,33,,33
vehicledef_BULLDOG,166,,164
vehicledef_PIKE,116,,114
vehicledef_PIKE_AC5,8,,8
vehicledef_BULLDOG_LRM,41,,41
vehicledef_CARRIER_SRM,161,,159
vehicledef_CARRIER_LRM,165,,163
vehicledef_MANTICORE,165,,163
vehicledef_VONLUCKNER_VNL-K65N,25,,25
vehicledef_CARRIER_Inferno,4,,4
vehicledef_GALLANT,3,,3
vehicledef_MERKAVA_VIII,3,,3
Assaults,,,
vehicledef_PARTISAN_AC2,17,,17
vehicledef_PARTISAN,162,,160
vehicledef_SCHREK_AC,17,,17
vehicledef_SCHREK,92,,91
vehicledef_DEMOLISHER,272,,269
vehicledef_PARTISAN_LRM,17,,17
vehicledef_DEVASTATOR,56,,55
vehicledef_BEHEMOTH,195,,193
vehicledef_RHINO_FLAMER,11,,11
vehicledef_RHINO_MG,11,,11
vehicledef_RHINO,84,,83
vehicledef_RHINO_SL,6,,6
vehicledef_DEMOLISHER_MG,7,,7
vehicledef_SCHREK_MG,3,,3
