itemCollection_factory_NewAvalon3055,,,
mechdef_fireball_ALM-7D,Mech,0,1
mechdef_fireball_ALM-8D,Mech,0,1
mechdef_fireball_ALM-9D,Mech,0,1
mechdef_locust_LCT-3D,Mech,0,1
mechdef_wasp_WSP-1D,Mech,0,1
mechdef_valkyrie_VLK-QA,Mech,0,1
mechdef_valkyrie_VLK-QD,Mech,0,1
mechdef_phoenixhawk_PXH-3D,Mech,0,1
mechdef_centurion_CN9-D,Mech,0,1
mechdef_enforcer_ENF-5D,Mech,0,1
mechdef_dervish_DV-7D,Mech,0,1
mechdef_blackhawk-ku_BHKU-O,Mech,0,1
mechdef_blackhawk-ku_BHKU-OA,Mech,0,1
mechdef_blackhawk-ku_BHKU-OB,Mech,0,1
mechdef_blackhawk-ku_BHKU-OC,Mech,0,1
mechdef_blackhawk-ku_BHKU-OD,Mech,0,1
mechdef_mauler_MAL-1X-AFFC,Mech,0,1
